FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,borne_fontaine_organisme,geometry
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.12194 7.541748333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_0,Maritime,Golfe,Golfe 5,Aflao-Gakli,TDE,POINT (1.1637306303781645 6.185000441438852)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_1,Maritime,Golfe,Golfe 5,Aflao-Gakli,TDE,POINT (1.2022253464085018 6.19458027365946)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_2,Maritime,Avé,Avé 2,Aképé,Hydraulique villageoise,POINT (1.0637783333333337 6.2372933333333345)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_3,Maritime,Avé,Avé 2,Aképé,Hydraulique villageoise,POINT (1.0516933333333331 6.244468333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_4,Maritime,Avé,Avé 2,Aképé,Hydraulique villageoise,POINT (1.0537483333333366 6.2399682844964675)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_5,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6368183333333335 6.902148333333329)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_6,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Nsp,POINT (0.636816666666666 6.906061666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_7,Plateaux,Kloto,Kloto 1,Gbalabé,Hydraulique villageoise,POINT (0.6017066666666703 6.867486666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_8,Plateaux,Kloto,Kloto 1,Gbalabé,Hydraulique villageoise,POINT (0.6030333333333344 6.869335000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9,Plateaux,Kloto,Kloto 1,Gbalabé,Hydraulique villageoise,POINT (0.602241666666669 6.8691216666666675)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1329133333333334 8.98841833333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1326300000000002 8.989689999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_c,Plateaux,Kloto,Kloto 1,Gbalabé,autre,POINT (0.6017599999999993 6.8701300000000005)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_d,Plateaux,Kloto,Kloto 1,Gbalabé,autre,POINT (0.6023233333333354 6.867541666666663)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_e,Plateaux,Kloto,Kloto 1,Gbalabé,Hydraulique villageoise,POINT (0.5995083333333341 6.858846666666663)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_f,Plateaux,Kloto,Kloto 1,Gbalabé,Hydraulique villageoise,POINT (0.5993933333333354 6.860171666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_10,Plateaux,Kloto,Kloto 1,Gbalabé,autre,POINT (0.6003550000000007 6.862611666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_11,Plateaux,Kloto,Kloto 1,Gbalabé,Hydraulique villageoise,POINT (0.6008083333333337 6.86276)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_12,Plateaux,Kloto,Kloto 1,Gbalabé,autre,POINT (0.6008899999999998 6.864289999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_13,Plateaux,Kloto,Kloto 1,Gbalabé,autre,POINT (0.600996666666667 6.864606666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_14,Plateaux,Kloto,Kloto 1,Gbalabé,Hydraulique villageoise,POINT (0.6026848932559503 6.864926102626617)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_15,Plateaux,Kloto,Kloto 1,Gbalabé,Hydraulique villageoise,POINT (0.601548333333332 6.867221666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_16,Plateaux,Kloto,Kloto 1,Gbalabé,autre,POINT (0.6013216666666655 6.8668483333333326)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_17,Maritime,Vo,Vo 2,Anyron-Kopé,TDE,POINT (1.5554750000000013 6.270699999999994)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_18,Maritime,Vo,Vo 2,Anyron-Kopé,TDE,POINT (1.5534150000000004 6.272896666666662)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_19,Maritime,Vo,Vo 2,Anyron-Kopé,TDE,POINT (1.5553150000000027 6.27252333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_1a,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.0362537162581702 6.256761708315834)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_1b,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.0343166666666688 6.258956666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_1c,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.0362816666666688 6.256766666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_1d,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.0350383333333357 6.258081666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_1e,Maritime,Golfe,Golfe 5,Aflao-Gakli,TDE,POINT (1.1597533333333365 6.188926666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_1f,Maritime,Zio,Zio 1,Djagblé,TDE,POINT (1.25312 6.2685266666666655)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_20,Maritime,Zio,Zio 1,Djagblé,TDE,POINT (1.2632249999999985 6.2583316666666695)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_21,Plateaux,Agou,Agou 1,Agou-Kébo,TDE,POINT (0.7355233333333335 6.869911666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_22,Plateaux,Agou,Agou 1,Agou-Kébo,TDE,POINT (0.735185 6.869308333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_23,Plateaux,Agou,Agou 1,Agou-Kébo,TDE,POINT (0.73574666666667 6.871020000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_24,Plateaux,Agou,Agou 1,Agou-Kébo,TDE,POINT (0.7346583333333327 6.870426666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_25,Plateaux,Agou,Agou 1,Agou-Kébo,TDE,POINT (0.7359583333333333 6.870379999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_26,Plateaux,Agou,Agou 1,Agou-Kébo,TDE,POINT (0.7346283333333322 6.870985)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_27,Maritime,Golfe,Golfe 2,Bè-Centre,TDE,POINT (1.2437933333333333 6.174534999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_28,Plateaux,Agou,Agou 1,Agou-Kébo,TDE,POINT (0.7338183333333316 6.869171666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_29,Plateaux,Agou,Agou 1,Agou-Kébo,TDE,POINT (0.7362199999999982 6.869591666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_2a,Kara,Kozah,Kozah 2,Bohou,TDE,POINT (1.218126666666667 9.618708333333338)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_2b,Kara,Kozah,Kozah 2,Bohou,TDE,POINT (1.2184650000000001 9.617421666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_2c,Kara,Kozah,Kozah 2,Bohou,TDE,POINT (1.2190000000000012 9.615931666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_2d,Kara,Kozah,Kozah 2,Bohou,TDE,POINT (1.2192983333333332 9.615051666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_2e,Plateaux,Anié,Anié 1,Anié,TDE,POINT (1.1922833333333331 7.777968333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_2f,Plateaux,Amou,Amou 3,Témédja,Nsp,POINT (1.0636333333333325 7.519363333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_30,Plateaux,Amou,Amou 3,Témédja,TDE,POINT (1.0592683333333326 7.519211666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_31,Plateaux,Amou,Amou 3,Témédja,TDE,POINT (1.0603016666666665 7.519105)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_32,Plateaux,Amou,Amou 3,Témédja,TDE,POINT (1.0599933333333325 7.518046666666661)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_33,Plateaux,Amou,Amou 3,Témédja,TDE,POINT (1.059844999999999 7.5180066666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_34,Plateaux,Amou,Amou 3,Témédja,TDE,POINT (1.059743333333331 7.5179883333333315)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_35,Maritime,Golfe,Golfe 1,Bè-Est,TDE,POINT (1.2436366666666658 6.1443433333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_36,Maritime,Golfe,Golfe 1,Bè-Est,TDE,POINT (1.2433983333333325 6.145433333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_37,Maritime,Golfe,Golfe 4,Amoutivé,TDE,POINT (1.2347116666666664 6.130208333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_38,Plateaux,Est-Mono,Est-Mono 1,Gbadjahè,TDE,POINT (1.3031311874366318 7.855593386230624)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_39,Plateaux,Est-Mono,Est-Mono 1,Gbadjahè,TDE,POINT (1.303226666666667 7.855716666666671)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_3a,Plateaux,Est-Mono,Est-Mono 1,Gbadjahè,TDE,POINT (1.303229364583334 7.855720531250006)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_3b,Plateaux,Est-Mono,Est-Mono 1,Gbadjahè,TDE,POINT (1.3028299999999997 7.84984)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_3c,Maritime,Vo,Vo 1,Vogan,TDE,POINT (1.5546583333333326 6.289623333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_3d,Maritime,Golfe,Golfe 4,Amoutivé,TDE,POINT (1.2096533333333332 6.120329999999997)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_3e,Maritime,Golfe,Golfe 4,Amoutivé,TDE,POINT (1.2043910424710658 6.11744815852507)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_3f,Centrale,Blitta,Blitta 3,Atchintsè,TDE,POINT (0.6583599999999997 8.003458333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_40,Centrale,Blitta,Blitta 3,Atchintsè,TDE,POINT (0.6578149999999999 8.00437833333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_41,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,TDE,POINT (1.2227446372788968 6.2281529845202614)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_42,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,TDE,POINT (1.222740000000001 6.228148333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_43,Maritime,Golfe,Golfe 4,Amoutivé,TDE,POINT (1.2023656039618547 6.12436583948854)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_44,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.1572933333333326 7.508960000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_45,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.1506766666666663 7.515149999999989)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_46,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.1513350000000013 7.515818333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_47,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.149803333333334 7.516553333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_48,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.1523149999999995 7.511049999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_49,Kara,Doufelgou,Doufelgou 3,Kadjalla,TDE,POINT (0.9748199999999997 9.79541000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_4a,Kara,Doufelgou,Doufelgou 3,Kadjalla,TDE,POINT (0.9749566666666658 9.799996666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_4b,Kara,Doufelgou,Doufelgou 3,Kadjalla,TDE,POINT (0.9689533333333327 9.803596666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_4c,Kara,Doufelgou,Doufelgou 3,Kadjalla,TDE,POINT (0.975404999999999 9.803955000000004)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_4d,Kara,Doufelgou,Doufelgou 3,Kadjalla,TDE,POINT (0.9771016666666665 9.80488)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_4e,Kara,Doufelgou,Doufelgou 3,Kadjalla,TDE,POINT (0.9816483333333352 9.809801666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_4f,Kara,Doufelgou,Doufelgou 3,Kadjalla,TDE,POINT (0.9831283333333349 9.811086666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_50,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3251883333333325 9.765713333333338)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_51,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3224333333333336 9.769366666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_52,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3212800000000013 9.770985)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_53,Kara,Binah,Binah 1,Pessaré,TDE,POINT (1.2359100000000007 9.796965000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_54,Kara,Binah,Binah 1,Pitikita,TDE,POINT (1.2317849999999988 9.778973333333338)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_55,Maritime,Vo,Vo 3,Dzrékpo,Hydraulique villageoise,POINT (1.5872783333333345 6.416123333333328)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_56,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1655249999999997 8.984688882483532)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_57,Maritime,Vo,Vo 4,Sévagan,TDE,POINT (1.4266633333333332 6.299019999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_58,Maritime,Vo,Vo 4,Sévagan,TDE,POINT (1.427403333333333 6.293100000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_59,Maritime,Vo,Vo 4,Sévagan,TDE,POINT (1.4227533333333338 6.2952433333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_5a,Maritime,Vo,Vo 4,Sévagan,TDE,POINT (1.4167583333333333 6.291101666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_5b,Maritime,Vo,Vo 4,Sévagan,TDE,POINT (1.416545 6.289151666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_5c,Maritime,Vo,Vo 4,Sévagan,TDE,POINT (1.4274950000000002 6.298203333333329)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_5d,Kara,Kéran,Kéran 2,Ataloté,Nsp,POINT (0.8784699999999999 9.964521666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_5e,Maritime,Vo,Vo 2,Togoville,TDE,POINT (1.4828466666666664 6.244940000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_5f,Plateaux,Agou,Agou 2,Amoussou-Kopé,TDE,POINT (0.8656783333333335 6.656416666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_60,Plateaux,Agou,Agou 2,Amoussou-Kopé,TDE,POINT (0.8652900000000016 6.656376666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_61,Plateaux,Agou,Agou 2,Amoussou-Kopé,TDE,POINT (0.8654783333333328 6.6564799999999975)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_62,Plateaux,Agou,Agou 2,Amoussou-Kopé,TDE,POINT (0.8656400000000003 6.655893333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_63,Plateaux,Agou,Agou 2,Amoussou-Kopé,TDE,POINT (0.8459500000000004 6.661545)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_64,Plateaux,Agou,Agou 2,Amoussou-Kopé,TDE,POINT (0.8490766666666688 6.661293333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_65,Plateaux,Agou,Agou 2,Amoussou-Kopé,TDE,POINT (0.8463966666666665 6.659555)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_66,Plateaux,Agou,Agou 2,Amoussou-Kopé,TDE,POINT (0.8461033333333355 6.659995000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_67,Kara,Kozah,Kozah 2,Bohou,TDE,POINT (1.1923199999999994 9.64362)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_68,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0444483333333348 6.32830333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_69,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0442183333333346 6.325820000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_6a,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.043393333333333 6.324214999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_6b,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0433833333333313 6.323709999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_6c,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0651916666666699 6.32713833333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_6d,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0697483333333355 6.331079999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_6e,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0509516666666714 6.3153116666666635)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_6f,Maritime,Zio,Zio 1,Dalavé,TDE,POINT (1.2440133333333334 6.368024999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_70,Maritime,Zio,Zio 1,Dalavé,TDE,POINT (1.236570000000001 6.362750000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_71,Plateaux,Wawa,Wawa 1,Tomégbé,TDE,POINT (0.6036800000000001 7.507515000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_72,Plateaux,Wawa,Wawa 1,Tomégbé,TDE,POINT (0.6062098480100547 7.512941578772479)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_73,Plateaux,Wawa,Wawa 1,Tomégbé,TDE,POINT (0.6066966666666658 7.514031666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_74,Plateaux,Wawa,Wawa 1,Tomégbé,TDE,POINT (0.607701666666667 7.514671666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_75,Plateaux,Wawa,Wawa 1,Tomégbé,TDE,POINT (0.608480000000003 7.514118333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_76,Plateaux,Wawa,Wawa 1,Tomégbé,TDE,POINT (0.6046716666666667 7.51016666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_77,Plateaux,Wawa,Wawa 1,Tomégbé,TDE,POINT (0.6041816666666671 7.502356666666656)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_78,Plateaux,Wawa,Wawa 1,Tomégbé,TDE,POINT (0.6038033333333331 7.5053616666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_79,Savanes,Tône,Tône 4,Korbongou,TDE,POINT (0.3127700000000002 10.916416666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_7a,Centrale,Blitta,Blitta 1,Pagala-Gare,Nsp,POINT (0.9596483333333333 8.187710000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_7b,Plateaux,Danyi,Danyi 1,Danyi-Atigba,TDE,POINT (0.6991766666666672 7.213038333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_7c,Kara,Kéran,Kéran 3,Nadoba,TDE,POINT (1.0751483333333332 10.149511666666656)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_7d,Kara,Kéran,Kéran 3,Nadoba,TDE,POINT (1.0808166666666668 10.150675000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_7e,Kara,Kéran,Kéran 3,Nadoba,TDE,POINT (1.0784700000000025 10.146424999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_7f,Kara,Kéran,Kéran 2,Ataloté,Nsp,POINT (0.9471316666666714 9.940616666666658)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_80,Kara,Kéran,Kéran 3,Nadoba,TDE,POINT (1.084001666666666 10.130279999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_81,Kara,Kéran,Kéran 3,Nadoba,TDE,POINT (1.0804250000000004 10.137975000000004)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_82,Kara,Kéran,Kéran 3,Nadoba,TDE,POINT (1.0874600000000032 10.139556666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_83,Kara,Kéran,Kéran 3,Nadoba,TDE,POINT (1.083331670693767 10.140356663603697)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_84,Kara,Kéran,Kéran 3,Nadoba,TDE,POINT (1.0770716666666706 10.141851666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_85,Kara,Kéran,Kéran 2,Ataloté,TDE,POINT (0.9480466666666675 9.94261)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_86,Kara,Kéran,Kéran 2,Ataloté,TDE,POINT (0.9492560751773353 9.93989380868358)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_87,Kara,Kéran,Kéran 2,Ataloté,TDE,POINT (0.9479683333333334 9.942185000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_88,Kara,Kéran,Kéran 2,Ataloté,TDE,POINT (0.9460933333333347 9.941038333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_89,Plateaux,Haho,Haho 3,Kpédomé,TDE,POINT (1.0874533333333338 7.000401666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_8a,Plateaux,Haho,Haho 1,Notsé,TDE,POINT (1.1503116666666702 6.9418466666666605)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_8b,Plateaux,Haho,Haho 4,Wahala,TDE,POINT (1.210105000000001 7.136053333333327)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_8c,Plateaux,Haho,Haho 4,Wahala,TDE,POINT (1.2110516666666666 7.136109999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_8d,Plateaux,Haho,Haho 4,Wahala,TDE,POINT (1.2130383333333332 7.13608666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_8e,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2102933333333328 6.187553333333328)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_8f,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2096333333333347 6.186861666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_90,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2094150000000015 6.187038333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_91,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.208313333333333 6.184748333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_92,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2109990030816347 6.186134849472176)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_93,Maritime,Golfe,Golfe 5,Aflao-Gakli,TDE,POINT (1.2056966666666669 6.1874150000000006)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_94,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.211046666666667 6.185190000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_95,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2106450000000009 6.184916666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_96,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2222699999999997 6.1636216666666686)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_97,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2177247635201718 6.16463994648598)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_98,Maritime,Golfe,Golfe 7,Aflao-Sagbado,TDE,POINT (1.126615 6.177521666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_99,Maritime,Golfe,Golfe 7,Aflao-Sagbado,TDE,POINT (1.130230000000005 6.179758333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,TDE,POINT (1.1272749999999996 6.177466666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,TDE,POINT (1.1279933333333327 6.180243333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c,Plateaux,Amou,Amou 3,Hihéatro,TDE,POINT (1.043961666666666 7.569919999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d,Plateaux,Haho,Haho 1,Notsé,TDE,POINT (1.0868483333333354 6.894965000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e,Plateaux,Haho,Haho 1,Notsé,TDE,POINT (1.08892666666667 6.896133333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f,Plateaux,Haho,Haho 1,Notsé,TDE,POINT (1.0916233333333345 6.900408333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a0,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Pogno,TDE,POINT (0.5062483333333341 10.969275000000001)
