FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,borne_fontaine_organisme,geometry
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_99f,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2103499999999998 6.175816666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a0,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2107833333333338 6.175871666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a1,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2125183333333336 6.177063333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a2,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2124466666666665 6.175358333333329)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a3,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3260966679270336 9.753196656840519)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a4,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2145116666666667 6.176038333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a5,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2137166666666672 6.174134999999994)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a6,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2138500000000008 6.175538333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a7,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.211993333333334 6.175873333333329)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a8,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2138216666666664 6.175626666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9a9,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2104116666666667 6.1752400000000005)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9aa,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2125966666666665 6.177385)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ab,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2128766666666693 6.1759200000000005)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ac,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2125266666666668 6.1748899999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ad,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2143066666666669 6.175893333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ae,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2140333333333326 6.175891666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9af,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2125833333333336 6.175186666666662)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b0,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2128299999999999 6.177499999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b1,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2140616666666664 6.176091666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b2,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2138588470031926 6.175873801451004)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b3,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2151216666666689 6.175936666666662)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b4,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2150616666666667 6.176498333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b5,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2149750000000001 6.175598333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b6,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.214333884333642 6.174343779025135)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b7,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2135066666666665 6.175558333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b8,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2119399999999998 6.175691666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9b9,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.210943333333333 6.176121666666671)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ba,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2104016666666673 6.175166666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9bb,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2109483333333342 6.176398333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9bc,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2471166666666667 9.351066666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9bd,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.211906543252 6.1751818934359575)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9be,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2130733333333352 6.176628333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9bf,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2131016666666667 6.177274999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c0,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.214423333333334 6.176578333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c1,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.214936666666666 6.176505000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c2,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.210746666666666 6.176399999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c3,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2109733333333348 6.175793333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c4,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2104383333333324 6.175796666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c5,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2108649999999999 6.172486666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c6,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2108716666666686 6.172524999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c7,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2119099999999996 6.172735)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c8,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2120833333333338 6.1730116666666675)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9c9,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.21381 6.173801666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ca,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1433216666666657 8.976121666666671)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9cb,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2121583626854135 6.173495457152429)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9cc,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2140416666666674 6.173828333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9cd,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2137152166032872 6.174086309730426)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ce,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2138266666666673 6.1739183333333285)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9cf,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2145650000000006 6.173909999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d0,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2115783333333319 6.172978333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d1,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2117950000000008 6.172838333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d2,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2102066666666673 6.173813333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d3,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2113799999999997 6.174271666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d4,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2111116666666664 6.173535000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d5,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.208706666666668 6.182388333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d6,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2090900000000002 6.182041666666662)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d7,Plateaux,Haho,Haho 3,Kpédomé,TDE,POINT (1.1423416666666666 7.076378333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d8,Plateaux,Haho,Haho 3,Kpédomé,TDE,POINT (1.1553783333333325 7.069844999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9d9,Plateaux,Haho,Haho 3,Kpédomé,TDE,POINT (1.154826666666667 7.068525)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9da,Plateaux,Haho,Haho 3,Kpédomé,TDE,POINT (1.1516749999999998 7.073346666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9db,Plateaux,Haho,Haho 3,Kpédomé,TDE,POINT (1.152685000000003 7.073198333333329)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9dc,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3277650000000008 9.754766666666661)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9dd,Plateaux,Haho,Haho 3,Kpédomé,TDE,POINT (1.1496150000000036 7.070936666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9de,Plateaux,Haho,Haho 3,Kpédomé,TDE,POINT (1.1508916666666655 7.069381666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9df,Plateaux,Haho,Haho 3,Kpédomé,TDE,POINT (1.1500933333333356 7.071905000000004)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e0,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3147947336720303 9.74470175028956)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e1,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,TDE,POINT (0.7341666666666673 7.147288333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e2,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7322816666666659 7.133785000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e3,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.728618333333333 7.131833333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e4,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7302850000000001 7.130506666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e5,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7292683333333321 7.134288333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e6,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7319216666666658 7.1283666666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e7,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7321499999999959 7.127035000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e8,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7183916666666671 7.125765)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9e9,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7277016666666704 7.128191666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ea,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7169416666666667 7.125158333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9eb,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7303083333333329 7.128548333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ec,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7336733333333338 7.1287949999999976)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ed,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7318316666666647 7.121458333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ee,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2438580438997424 9.354765910118005)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ef,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.244482004193927 9.35352413103762)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f0,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2434175000153145 9.352181621295914)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f1,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2437590417548527 9.351679361345393)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f2,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2401383169535871 9.354156679908524)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f3,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2396466944476714 9.356360142001217)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f4,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2418841886158152 9.342885926337607)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f5,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.24572065608322 9.35145913654415)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f6,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.239354015804333 9.337352247331651)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f7,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2465899178883715 9.350944644520617)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f8,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2470441065550861 9.351412024976897)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9f9,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2516141873562894 9.351413745832618)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9fa,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2488737522314424 9.350641344382337)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9fb,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2484435048704958 9.352592081301948)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9fc,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2426191560417517 9.352160567864699)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9fd,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.241988356399308 9.354662752227027)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9fe,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2433298458114874 9.350335706601978)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_9ff,Kara,Assoli,Assoli 1,Bafilo,TDE,POINT (1.2453766793228567 9.353300016999983)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a00,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.31783 9.745721666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a01,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7943866666666667 7.248760000000009)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a02,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7947433333333312 7.249268333333327)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a03,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.794820000000003 7.250903333333338)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a04,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7948716666666665 7.249576666666673)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a05,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.794848333333336 7.249675000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a06,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7943116666666652 7.249645000000006)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a07,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7946550000000006 7.248693333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a08,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7888299999999989 7.21984)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a09,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7867266666666659 7.215931666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a0a,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7892183333333321 7.219518333333338)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a0b,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7873333333333333 7.21508833333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a0c,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7938161504398111 7.2245561812299375)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a0d,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7898500000000006 7.22533666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a0e,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7896849999999959 7.223928333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a0f,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7967683333333357 7.255230000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a10,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7965316666666671 7.255120000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a11,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7964216666666667 7.254226666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a12,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7960683333333366 7.254218333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a13,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7970516666666657 7.254080000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a14,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7976766666666705 7.255175)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a15,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7976866666666667 7.254956666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a16,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7972149999999999 7.255411666666672)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a17,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7967754332291374 7.255026547079374)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a18,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,TDE,POINT (0.7969366666666694 7.253631666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a19,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7925450316112657 7.240327048507557)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a1a,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3086966666666668 9.738796666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a1b,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3291216666666665 9.753475)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a1c,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3256249999999994 9.745153333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a1d,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3237449999999997 9.745958333333324)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a1e,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.315191666666666 9.74376166666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a1f,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3221399986353217 9.748796666906943)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a20,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2280433333333332 6.145866666666661)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a21,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6279099999999986 6.90204666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a22,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6286166666666686 6.904133333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a23,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6289950000000005 6.897578333333322)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a24,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6260066666666668 6.901016666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a25,Savanes,Tône,Tône 3,Nioukpourma,TDE,POINT (0.1333816666666643 10.829093333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a26,Savanes,Tône,Tône 3,Nioukpourma,TDE,POINT (0.1338700000000014 10.830583333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a27,Savanes,Tône,Tône 3,Nioukpourma,TDE,POINT (0.1333299999999988 10.834206666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a28,Savanes,Tône,Tône 3,Nioukpourma,TDE,POINT (0.1481033333333333 10.841384999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a29,Savanes,Tône,Tône 3,Nioukpourma,TDE,POINT (0.1494516666666672 10.842128333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a2a,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9813250000000018 7.502056666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a2b,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9828549999999996 7.5022349999999856)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a2c,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9792799999999996 7.4998733333333325)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a2d,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9806766666666665 7.500996666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a2e,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9825083333333313 7.5015650000000065)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a2f,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9788449999999991 7.500741666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a30,Kara,Kéran,Kéran 3,Koutougou,TDE,POINT (1.158750000000002 10.107795000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a31,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9813716666666662 7.502903333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a32,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9775749999999996 7.501236666666657)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a33,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9810033333333333 7.502528333333326)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a34,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9804983333333351 7.502183333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a35,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9813633333333335 7.503215000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a36,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9829333333333335 7.5015233333333375)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a37,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.117306666666667 7.53806833333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a38,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.1187950000000042 7.536866666666657)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a39,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.12157 7.536835000000008)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a3a,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.1192233333333335 7.538599999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a3b,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.1196766666666669 7.530368333333334)
