FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,utilisation_cout,toilette_type,geometry
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-461,Plateaux,Ogou,Ogou 1,Houdou,Foundi,Gratuit,{Latrines seches},POINT (1.18636 7.647478333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-460,Plateaux,Ogou,Ogou 1,Houdou,Gbecon,Gratuit,{Latrines seches},POINT (1.1467533333333333 7.558486666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-45f,Plateaux,Ogou,Ogou 1,Houdou,Siko,Gratuit,{Latrines seches},POINT (1.1897816666666667 7.649048333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-45e,Plateaux,Ogou,Ogou 1,Houdou,Lom-nava,Gratuit,{Latrines seches},POINT (1.1813416666666665 7.644056666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-45d,Plateaux,Ogou,Ogou 1,Houdou,Keseve,Nsp,{Latrines seches},POINT (1.185115 7.649756666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-45c,Plateaux,Ogou,Ogou 1,Houdou,Agoune,Nsp,{Latrines seches},POINT (1.1761650000000001 7.650381666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-45b,Plateaux,Ogou,Ogou 1,Houdou,Lom-nava,Nsp,{Latrines seches},POINT (1.1799266666666666 7.6468766666666665)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-45a,Plateaux,Ogou,Ogou 1,Houdou,Alafia,Nsp,{Latrines seches},POINT (1.144765 7.55714)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-459,Plateaux,Ogou,Ogou 1,Houdou,Agotohoui,Nsp,{Latrines seches},POINT (1.18353 7.597146666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-458,Plateaux,Ogou,Ogou 1,Houdou,Agotohoui,Nsp,{Latrines seches},POINT (1.1845716666666666 7.596471666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-457,Plateaux,Ogou,Ogou 1,Houdou,Lom-nava,Nsp,{Latrines seches},POINT (1.1824116666666666 7.64766)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-456,Plateaux,Ogou,Ogou 1,Houdou,Lom-nava,Nsp,{Latrines seches},POINT (1.1829883333333333 7.647801666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-455,Plateaux,Ogou,Ogou 1,Houdou,Djagba,Nsp,{Latrines seches},POINT (1.1830466666666666 7.64963)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-454,Plateaux,Ogou,Ogou 1,Houdou,Djagba,Nsp,{Latrines seches},POINT (1.1832716666666667 7.649341666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-453,Plateaux,Ogou,Ogou 1,Djama,Quartier Kotokoli Zongo,Payant,{Latrines seches},POINT (1.1246870396610384 7.53916782481444)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-452,Plateaux,Ogou,Ogou 1,Djama,Djama-djama,Nsp,{Latrines a eau},POINT (1.1239210590995643 7.536947467577784)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-451,Plateaux,Ogou,Ogou 1,Djama,Agbonou Gars,Payant,{Latrines seches},POINT (1.1549553479462324 7.512582092324403)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-450,Plateaux,Ogou,Ogou 1,Djama,Agbonou,Payant,"{Latrines seches,Douches}",POINT (1.151567325196744 7.515547464699724)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-44f,Plateaux,Ogou,Ogou 1,Gnagna,Gnagna,Payant,{Latrines seches},POINT (1.1274279344529874 7.528911501631553)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-44e,Plateaux,Ogou,Ogou 1,Gnagna,Quartier Des Etoiles,Payant,{Latrines a eau},POINT (1.1253388385177499 7.531816220204782)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-44d,Plateaux,Ogou,Ogou 1,Gnagna,Doulassa,Payant,{Latrines a eau},POINT (1.1213425048747148 7.531244004759532)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-44c,Plateaux,Ogou,Ogou 1,Gnagna,Gnagna,Payant,"{Latrines seches,Douches}",POINT (1.129035 7.525786666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-44b,Plateaux,Ogou,Ogou 1,Gnagna,Gnagna,Payant,{Latrines seches},POINT (1.1288004641829 7.5277880550964476)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-44a,Plateaux,Ogou,Ogou 1,Gnagna,Niconakpoe,Payant,{Latrines seches},POINT (1.1344687013443806 7.524537394891823)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-449,Plateaux,Ogou,Ogou 2,Katoré,Fin-Digue,Nsp,{Latrines seches},POINT (1.4176344891124917 7.4097037615687675)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-448,Plateaux,Ogou,Ogou 2,Katoré,Fin-Digue,Payant,{Latrines seches},POINT (1.4108033333333334 7.409063333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-447,Plateaux,Ogou,Ogou 2,Katoré,Kelekpe N'tare,Gratuit,{Latrines seches},POINT (1.3032233333333334 7.401481666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-446,Plateaux,Ogou,Ogou 2,Katoré,Kelekpe N'tare,Gratuit,{Latrines seches},POINT (1.3041349999999998 7.401701666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-445,Plateaux,Ogou,Ogou 2,Katoré,Kelekpe N'tare,Gratuit,{Latrines seches},POINT (1.3029583333333332 7.398063333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-444,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Agbandaoude,Nsp,"{Douches,WCs}",POINT (1.360965 9.249335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-443,Plateaux,Ogou,Ogou 2,Katoré,Kelekpe N'tare,Gratuit,{Latrines seches},POINT (1.3016333333333332 7.39849)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-442,Plateaux,Ogou,Ogou 2,Katoré,Kelekpe N'tare,Nsp,{Latrines seches},POINT (1.304525 7.4007733333333325)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-441,Plateaux,Ogou,Ogou 2,Katoré,Fin-Digue,Payant,{Latrines seches},POINT (1.4176956654270434 7.4098319783471664)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-440,Plateaux,Ogou,Ogou 2,Katoré,Kelekpe N'tare,Nsp,{Latrines seches},POINT (1.302565 7.4017800000000005)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-43f,Plateaux,Ogou,Ogou 2,Katoré,Kelekpe N'tare,Nsp,{Latrines seches},POINT (1.30305 7.399336666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-43e,Plateaux,Ogou,Ogou 2,Datcha,DJENA,Nsp,{WCs},POINT (1.1554183333333334 7.431345000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-43d,Plateaux,Ogou,Ogou 2,Datcha,DJENA,Payant,{WCs},POINT (1.1584133333333333 7.431621666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-43c,Plateaux,Ogou,Ogou 2,Datcha,IKO-ATCHOU,Nsp,{WCs},POINT (1.162495 7.431920000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-43b,Plateaux,Ogou,Ogou 2,Akparé,Soune,Nsp,{Latrines a eau},POINT (1.3243092335089701 7.472565138700352)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-43a,Plateaux,Ogou,Ogou 2,Akparé,AKPARE,Gratuit,{WCs},POINT (1.321567681336198 7.47388638909156)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-439,Plateaux,Ogou,Ogou 2,Akparé,AKPARE,Payant,{WCs},POINT (1.3282078783254974 7.473043941790654)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-438,Plateaux,Ogou,Ogou 2,Akparé,Sounai,Gratuit,{Latrines seches},POINT (1.327526983776276 7.473199533379826)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-437,Plateaux,Ogou,Ogou 2,Akparé,Sounai,Payant,{Latrines seches},POINT (1.3242633333333333 7.472511666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-436,Plateaux,Ogou,Ogou 3,Gléi,Zolou Kokoyo,Gratuit,{Latrines seches},POINT (1.1446983333333334 7.309780000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-435,Plateaux,Ogou,Ogou 3,Gléi,Efokome,Payant,{Latrines a eau},POINT (1.16826 7.32124)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-434,Plateaux,Ogou,Ogou 3,Gléi,Akpaka,Gratuit,{WCs},POINT (1.16265 7.309436666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-433,Plateaux,Ogou,Ogou 3,Gléi,Zolo,Payant,{WCs},POINT (1.1610983333333333 7.312105000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-432,Plateaux,Ogou,Ogou 3,Gléi,Labakome,Payant,{Pissotieres},POINT (1.1675133333333332 7.318034999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-431,Centrale,Blitta,Blitta 1,Pagala-Gare,Yeloum Lekohan,Nsp,{Latrines seches},POINT (1.0427083333333333 8.166613333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-430,Plateaux,Wawa,Wawa 1,Tomégbé,Tomegbe,Nsp,"{WCs,Douches}",POINT (0.6044661232942299 7.506691253073714)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-42f,Plateaux,Wawa,Wawa 1,Tomégbé,Tomegbe,Nsp,{WCs},POINT (0.6044225001664105 7.506611894127586)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-42e,Plateaux,Wawa,Wawa 1,Badou,Badou Ville,Payant,"{WCs,Douches}",POINT (0.6095992771496406 7.585608855590706)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-42d,Plateaux,Wawa,Wawa 1,Badou,Badou/alouna,Payant,{WCs},POINT (0.6129495002634159 7.582798205792136)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-42c,Plateaux,Wawa,Wawa 1,Badou,Badou,Payant,{Latrines a eau},POINT (0.6113996486604967 7.583643645920581)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-42b,Plateaux,Wawa,Wawa 1,Badou,Badou Ville,Payant,{Latrines a eau},POINT (0.6082785030169252 7.589190938676369)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-42a,Centrale,Blitta,Blitta 1,Blitta,Derriere Les Rails,Gratuit,"{WCs,autre}",POINT (0.9817361533392204 8.322918642577847)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-429,Centrale,Blitta,Blitta 1,Doufouli,Abiagnon,Gratuit,{WCs},POINT (0.9272193815757751 8.308399720968001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-428,Centrale,Blitta,Blitta 1,Doufouli,Abiagnon,Gratuit,{WCs},POINT (0.9277062438626101 8.306562310640533)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-427,Centrale,Blitta,Blitta 1,Doufouli,Didjole,Gratuit,{WCs},POINT (0.9279333333333334 8.311526666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-426,Centrale,Blitta,Blitta 1,Doufouli,Ayagassi,Gratuit,{WCs},POINT (0.9298333333333333 8.307368333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-425,Centrale,Blitta,Blitta 1,Doufouli,Ayagassi,Gratuit,{WCs},POINT (0.92972 8.307425)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-424,Centrale,Blitta,Blitta 2,Agbandi,Bago,Gratuit,{Latrines seches},POINT (1.1343583333333331 8.229825)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-423,Centrale,Blitta,Blitta 2,Agbandi,Kourougbede,Gratuit,{Latrines seches},POINT (1.133875 8.220685)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-422,Centrale,Blitta,Blitta 2,Agbandi,Tagai,Nsp,{Latrines seches},POINT (1.1365466666666668 8.227033333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-421,Centrale,Blitta,Blitta 2,Agbandi,Lomnava,Gratuit,{Latrines seches},POINT (1.1342583209026353 8.223041946674504)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-420,Centrale,Blitta,Blitta 2,Agbandi,Logou,Nsp,{WCs},POINT (1.134348930821287 8.225692850309176)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-41f,Centrale,Blitta,Blitta 2,Agbandi,Komou,Gratuit,{Latrines seches},POINT (1.1364666666666667 8.224321666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-41e,Centrale,Blitta,Blitta 3,Tintchro,Koflo,Gratuit,{Latrines seches},POINT (0.7625333333333334 8.084323333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-41d,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Gratuit,{Latrines seches},POINT (0.8784149253250108 8.076521795573298)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-41c,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Gratuit,{Latrines seches},POINT (0.8739899999999999 8.077601666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-41b,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Gratuit,{Latrines seches},POINT (0.87683 8.076806666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-41a,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Gratuit,{Latrines seches},POINT (0.8742916666666667 8.076881666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-419,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Gratuit,{Latrines seches},POINT (0.8738366666666667 8.075793333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-418,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Nsp,{Latrines seches},POINT (0.8717883333333333 8.076621666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-417,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Nsp,{Latrines seches},POINT (0.8745816666666666 8.078491666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-416,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Nsp,{Latrines seches},POINT (0.8748316666666667 8.079013333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-415,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Gratuit,{Latrines seches},POINT (0.8765083333333333 8.07527)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-414,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Gratuit,{Latrines seches},POINT (0.8769983333333333 8.074891666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-413,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Gratuit,{Latrines seches},POINT (0.8775166666666667 8.074501666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-412,Centrale,Blitta,Blitta 3,Welly,Lawai,Gratuit,{Latrines seches},POINT (0.8718077378870293 8.076711768427598)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-411,Centrale,Blitta,Blitta 3,Welly,Welly Centre,Nsp,{Latrines seches},POINT (0.8764133333333334 8.077441666666665)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-410,Centrale,Blitta,Blitta 3,Tchifama,Zongo,Nsp,"{WCs,Douches}",POINT (0.8107016666666667 8.19088)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-40f,Centrale,Blitta,Blitta 3,Atchintsè,Assoukoko,Gratuit,{Latrines seches},POINT (0.6579333230503069 8.003423715217876)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-40e,Centrale,Blitta,Blitta 3,Atchintsè,Alele,Gratuit,{Latrines seches},POINT (0.6461276664407931 7.959020985000006)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-40d,Centrale,Blitta,Blitta 3,Atchintsè,Assoukoko,Gratuit,{Latrines seches},POINT (0.6568702945766459 8.004359985411975)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-40c,Centrale,Blitta,Blitta 3,Yégué,Yegué,Nsp,"{Latrines seches,Pissotieres}",POINT (0.6541233333333333 8.177045)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-40b,Centrale,Blitta,Blitta 3,M'Poti,M'poti,Gratuit,{WCs},POINT (0.7732600000000001 8.237681666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-40a,Centrale,Mô,Mô 1,Kagnigbara,Kagnigbara,Gratuit,{Latrines seches},POINT (0.6527683333333333 8.876401666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-409,Centrale,Mô,Mô 1,Kagnigbara,Akonta,Nsp,{Latrines seches},POINT (0.6558533333333333 8.861853333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-408,Centrale,Mô,Mô 1,Boulohou,Souroukou,Gratuit,{WCs},POINT (0.6665483333333333 8.754463333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-407,Centrale,Mô,Mô 1,Boulohou,Bolohou,Gratuit,{WCs},POINT (0.6670966666666666 8.77282)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-406,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Watchalo Sotouboua,Gratuit,{WCs},POINT (0.9835017803057297 8.567362073117724)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-405,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Tchitchao Sotouboua,Nsp,{WCs},POINT (0.9849516335769001 8.5590839246555)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-404,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sonde Sotouboua,Nsp,{WCs},POINT (0.9752388234952349 8.561747987321363)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-403,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sonde Sotouboua,Gratuit,{WCs},POINT (0.9733533333333334 8.561775)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-402,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Essowavana Sotouboua,Nsp,{WCs},POINT (0.9752837521689807 8.557069043002734)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-401,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sondè,Gratuit,{Latrines a eau},POINT (0.9753216666666666 8.56446)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-400,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Tchitchao,Nsp,{autre},POINT (0.983015 8.557435)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3ff,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Lawoè,Nsp,{Latrines seches},POINT (0.9801433333333333 8.563268333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3fe,Centrale,Sotouboua,Sotouboua 1,Kaniamboua,Bidjaoude,Gratuit,{Latrines seches},POINT (1.0030133333333333 8.607885000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3fd,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Marché Enizmgoulam,Gratuit,{WCs},POINT (1.0861550000000002 8.63101)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3fc,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Tileda1,Gratuit,{Latrines seches},POINT (1.0998533333333333 8.615418333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3fb,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Niangoulam,Nsp,{Latrines seches},POINT (1.086145 8.630818333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3fa,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Laoude Titigbe,Gratuit,{WCs},POINT (1.1029066666666667 8.614581666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f9,Centrale,Sotouboua,Sotouboua 2,Aouda,Alabadè,Nsp,{Latrines seches},POINT (1.0520433333333334 8.731363333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f8,Centrale,Sotouboua,Sotouboua 2,Adjengré,Tantouwayi Adjengre,Gratuit,{WCs},POINT (1.0164283333333333 8.664605)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f7,Centrale,Sotouboua,Sotouboua 2,Adjengré,Ngbaloude,Payant,"{WCs,Latrines a eau}",POINT (1.0178304654849046 8.659981805038159)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f6,Centrale,Sotouboua,Sotouboua 2,Adjengré,Tantouwaï,Payant,"{Latrines seches,Douches}",POINT (1.0164716666666667 8.664921666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f5,Centrale,Mô,Mô 1,Djarkpanga,Djarkpanga,Gratuit,{WCs},POINT (0.5644633333333334 8.786893333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f4,Centrale,Mô,Mô 1,Djarkpanga,Okou,Gratuit,{WCs},POINT (0.52062 8.72523)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f3,Centrale,Mô,Mô 1,Djarkpanga,Djarkpanga,Nsp,{WCs},POINT (0.563955 8.784768333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f2,Centrale,Mô,Mô 2,Saïboudè,Tchatchakou,Gratuit,{WCs},POINT (0.6166966666666667 8.570013333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f1,Centrale,Mô,Mô 2,Saïboudè,Tchatchakou,Gratuit,{WCs},POINT (0.6141233333333334 8.569123333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3f0,Centrale,Mô,Mô 2,Saïboudè,Saïboudè,Gratuit,{WCs},POINT (0.4736333333333333 8.606091666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3ef,Centrale,Mô,Mô 2,Saïboudè,Kouida,Gratuit,{WCs},POINT (0.6038683333333333 8.525151666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3ee,Centrale,Mô,Mô 2,Saïboudè,Kouida,Gratuit,"{WCs,Douches}",POINT (0.6023099999999999 8.52203)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3ed,Centrale,Mô,Mô 2,Tindjasse,Katabini,Nsp,"{Latrines seches,Douches}",POINT (0.4480403192243723 8.642365487719202)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3ec,Centrale,Tchamba,Tchamba 1,Tchamba,Kouboni,Payant,{WCs},POINT (1.4243199999999998 9.030276666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3eb,Centrale,Mô,Mô 2,Tindjasse,Katabili,Nsp,"{Douches,Latrines seches}",POINT (0.4479883333333333 8.642443333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3ea,Centrale,Mô,Mô 2,Tindjasse,Leguede,Nsp,{WCs},POINT (0.4896883333333333 8.653331666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e9,Centrale,Sotouboua,Sotouboua 2,Fazao,Bougoulou,Gratuit,{WCs},POINT (0.68733 9.010801666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e8,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Kaza,Nsp,{WCs},POINT (1.1522666666666666 8.424646666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e7,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Kaza,Nsp,{WCs},POINT (1.1513433333333334 8.42549)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e6,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Kaza,Gratuit,{WCs},POINT (1.1512133333333334 8.425035000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e5,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Piyo,Gratuit,{Latrines seches},POINT (1.1486916666666667 8.427021666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e4,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Piyo,Nsp,{Latrines seches},POINT (1.1476916666666668 8.429436666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e3,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Piyo,Nsp,{Latrines seches},POINT (1.148365 8.428343333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e2,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Piyo,Nsp,{autre},POINT (1.1485033333333334 8.426911666666665)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e1,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Piyo,Nsp,{autre},POINT (1.14746 8.428595)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3e0,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Piyo,Nsp,{Latrines seches},POINT (1.149233333333333 8.427915)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3df,Centrale,Sotouboua,Sotouboua 3,Bodjondè,Bodjonde,Gratuit,{WCs},POINT (1.0430549999999998 8.430258333333335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3de,Centrale,Sotouboua,Sotouboua 3,Bodjondè,Bodjonde,Gratuit,{WCs},POINT (1.039535 8.430856666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3dd,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Djoulamegou Tchebebe,Payant,{WCs},POINT (0.99553 8.431475)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-3dc,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Tchébébé1,Gratuit,{Latrines seches},POINT (0.99039032132781 8.430941426660631)
