FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,terrain,activite_statut,activite_categorie,geometry
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ac,Maritime,Golfe,Golfe 4,Amoutivé,Point de décharge de hanoukopé,Point De Décharge De Hanoukopé,Hanoukopé Canal Olympia,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},Nsp,"MULTIPOLYGON (((1.2194549898285345 6.142795124640043, 1.220059092451469 6.14060110357543, 1.2189537838062101 6.140342202451316, 1.2182866155248373 6.142386857482785, 1.2194549898285345 6.142795124640043)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ad,Maritime,Golfe,Golfe 4,Amoutivé,Depotoir de cebevito gakpoto,Depotoir De Cebevito Gakpoto,Cebevito - Gbadago,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.2166647944066507 6.139855948999707, 1.2165775071420286 6.13984503809163, 1.2165284080556786 6.140008701712796, 1.2164847644233678 6.140079622615301, 1.2163647444345127 6.140074167161262, 1.2162829126239296 6.140314207138974, 1.2161792589971911 6.140614257111111, 1.2161301599108414 6.140706999829773, 1.216102882640647 6.14082156436459, 1.2160810608244914 6.14090885162921, 1.216010139921986 6.141105247974609, 1.2159119417492865 6.14134528795232, 1.2158246544846645 6.141628971562341, 1.2157319117660037 6.141798090637546, 1.2156064363231096 6.142119962425838, 1.2155246045125265 6.1423818242197035, 1.215464594518099 6.142720062370113, 1.2153554854373216 6.143096488698797, 1.215290019988855 6.143325617768428, 1.2152954754428937 6.14336926140074, 1.2153500299832827 6.14336926140074, 1.2154373172479047 6.143189231417457, 1.2157919217604312 6.142136328787956, 1.215862842662936 6.141972665166791, 1.215961040835636 6.141803546091585, 1.2160537835542968 6.14163988247042, 1.2161519817269963 6.141470763395214, 1.2162447244456571 6.1410779707044165, 1.2166647944066507 6.139855948999707)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ae,Maritime,Golfe,Golfe 4,Amoutivé,Dépotoir sauvage de cebevito,Dépotoir Sauvage De Cebevito,Aflao Gakli - Cebevito,Nsp,Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},{Decharge},"MULTIPOLYGON (((1.2150307221073584 6.141989646300505, 1.2150745241531118 6.142033448346259, 1.215078695776517 6.142087679450525, 1.2150453227892763 6.142114795002658, 1.2149806626264974 6.142106451755849, 1.214941032204149 6.142079336203715, 1.2149347747690413 6.1420209334760445, 1.2149514612626617 6.141991732112209, 1.2149827484381999 6.141979217241993, 1.2150307221073584 6.141989646300505)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37af,Maritime,Golfe,Golfe 6,Baguida,Nsp,Nsp,Nsp,Nsp,Nsp,Nsp,Décharge,"MULTIPOLYGON (((1.3641282506760506 6.18671138078625, 1.3639703768210485 6.187441547365637, 1.363536223719792 6.187402078901886, 1.3633454594783312 6.1877046704573075, 1.362306123266233 6.187263939278759, 1.3623455917299836 6.187073175037298, 1.3641282506760506 6.18671138078625)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b0,Maritime,Golfe,Golfe 6,Baguida,Nsp,Nsp,Nsp,Nsp,Nsp,Nsp,Décharge,"MULTIPOLYGON (((1.3171407308936132 6.178838515870721, 1.317131309213551 6.1783862752277345, 1.3174610680157277 6.178494624548451, 1.317479911375852 6.178697190669788, 1.3177625617777173 6.178777274950317, 1.3177201642174374 6.1789515760314675, 1.3171407308936132 6.178838515870721)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b1,Maritime,Golfe,Golfe 6,Baguida,Nsp,Nsp,Nsp,Nsp,Nsp,Nsp,Décharge,"MULTIPOLYGON (((1.3157153751879693 6.180350148826511, 1.3158091330608872 6.179728568854203, 1.3160765166243937 6.17978065656138, 1.3159584511547935 6.180377928937005, 1.3159584511547935 6.180377928937005, 1.3157153751879693 6.180350148826511)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b2,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Depotoir sauvage de awatame,Depotoir Sauvage De Awatame,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Decharge},"MULTIPOLYGON (((1.17162 6.169468333333333, 1.1713640823975684 6.169248861200938, 1.1713640823975684 6.169248861200938, 1.1713640823975684 6.169248861200938, 1.1713640823975684 6.169248861200938, 1.1703955906334347 6.169295777942578, 1.1704035958370822 6.169513519481788, 1.17162 6.169468333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b3,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Decharge publique intermediaire de yokoe,Decharge Publique Intermediaire De Yokoe,Yokoe Dewina A Cote De L'eglise La Bonne Terre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},"{Decharge,Triage,Transit}","MULTIPOLYGON (((1.14881 6.173546666666666, 1.1486966666666667 6.1735283333333335, 1.1487133333333333 6.173378333333333, 1.14892 6.173283333333334, 1.1494433333333334 6.1734350000000004, 1.1494066666666667 6.173794999999999, 1.1492683333333336 6.1738583333333334, 1.1490416666666665 6.1738, 1.1490416666666665 6.1738, 1.14881 6.173546666666666)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b4,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Depotoir public de segbegan,Depotoir Public De Segbegan,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Decharge},"MULTIPOLYGON (((1.1158716666666666 6.188925, 1.1158666666666666 6.188756666666666, 1.1162316666666667 6.188668333333334, 1.1162566653681167 6.1888163985473685, 1.1162988855343012 6.188865285055582, 1.1162944413062819 6.188905283107756, 1.116256665368117 6.188931948475872, 1.1161366712115934 6.188938614817902, 1.116036676081157 6.188829731231427, 1.115978901116905 6.188840841801475, 1.1158716666666666 6.188925)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b5,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Decharge publique de avenou,Decharge Publique De Avenou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},{Decharge},"MULTIPOLYGON (((1.1809395245405439 6.169592610675758, 1.1810322445364265 6.169514155294627, 1.1823350793503702 6.169540307088339, 1.1823517214009134 6.1696021204189275, 1.1809395245405439 6.169592610675758)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b6,Plateaux,Agou,Agou 1,Agou-Kébo,Dépotoir public de kebo etouhi,Dépotoir Public De Kebo Etouhi,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7517885342252616 6.851077750010745, 0.7518165763471143 6.851119075242948, 0.7518505220735675 6.851074798208445, 0.7518800400965704 6.851070370504995, 0.7519125099218735 6.8510334729762405, 0.7518741364919698 6.850975912831386, 0.7518032932367628 6.85102609347049, 0.7517885342252616 6.851077750010745)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b7,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Green industry plast,Green Industry Plast,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Domaine public de l'Etat ou des collectivites territoriales,{Construit et actif},"{Stockage,Recyclage}","MULTIPOLYGON (((1.1822092624010014 6.169827468355647, 1.1823623074381515 6.169820180496735, 1.1823695952970636 6.169754589766527, 1.1824230395957507 6.169732726189792, 1.1824157517368388 6.169594256870465, 1.181674819414128 6.169630696165025, 1.18168210727304 6.16971329189936, 1.1821193788077544 6.16972543833088, 1.1822092624010014 6.169827468355647)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b8,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Decharge publique intermediaire d'avenou,Decharge Publique Intermediaire D'avenou,Nsp,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Transit},"MULTIPOLYGON (((1.182096478888304 6.170021663500449, 1.182091624173621 6.169820192841099, 1.1817954865779527 6.169810483411733, 1.1817954865779527 6.170011954071081, 1.182096478888304 6.170021663500449)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37b9,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Enpro,Enpro,Nsp,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Construit et actif},{autre},"MULTIPOLYGON (((1.1807607321184177 6.170042189625499, 1.1816368159211723 6.170026404331755, 1.1817117960664532 6.169971155803653, 1.1816644401852232 6.169608094047556, 1.1807567857949817 6.1695883624303764, 1.1807607321184177 6.170042189625499)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ba,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Dyvoso afrik,Dyvoso Afrik,Derrière Epp Akato Viepe,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Prive - individuel,{Construit et actif},{Recyclage},"MULTIPOLYGON (((1.100793940857824 6.184903032928998, 1.1007033645146946 6.1848474877672315, 1.1008762311517108 6.184669044787085, 1.1009598762986539 6.184724808218379, 1.100793940857824 6.184903032928998)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37bb,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Gi2e,Gi2e,A Côté De La Station Total Apedokoe,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Prive - individuel,{Construit et actif},{autre},"MULTIPOLYGON (((1.1380322559405034 6.209246575382271, 1.137967925182918 6.209174399410345, 1.137921638418314 6.209220686174948, 1.1379828310901636 6.209292077625439, 1.1380322559405034 6.209246575382271)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37bc,Maritime,Lacs,Lacs 3,Agbodrafo,Depotoir vodougbe,Depotoir Vodougbe,Aneho-vodougbe,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Domaine public de l'Etat ou des collectivites territoriales,{En construction},"{Decharge,Triage,Stockage}","MULTIPOLYGON (((1.5665088601446495 6.224672612656627, 1.5653677431730526 6.22447415753113, 1.565572813469398 6.223316502632407, 1.5667106228555698 6.2234785743182295, 1.5665088601446495 6.224672612656627)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37bd,Maritime,Lacs,Lacs 1,Aného,Depotoir aneho-kpota,Depotoir Aneho-kpota,Aneho-kpota (marche Lavagnon),"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{En construction},"{Decharge,Triage}","MULTIPOLYGON (((1.5947447217859942 6.228343588291959, 1.5946060865740543 6.228660468776392, 1.5947994768697014 6.228754833920654, 1.594934617076298 6.228419313407723, 1.5947447217859942 6.228343588291959)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37be,Maritime,Lacs,Lacs 1,Glidji,Centre d'enfouissement des dechets solides,Centre D'enfouissement Des Dechets Solides,Glidji Hounsiafa,Nsp,Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Enfouissemment},"MULTIPOLYGON (((1.597452440441482 6.283466459202074, 1.5969918601103705 6.283576738999665, 1.5968750932658633 6.283105346923692, 1.5973529723887538 6.28299290477713, 1.597452440441482 6.283466459202074)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37bf,Plateaux,Agou,Agou 1,Kati,Depotoir public de kati 1,Depotoir Public De Kati 1,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.8532874880334747 6.891522027388399, 0.8533026864575831 6.891381096546668, 0.8533330833057996 6.891309249450885, 0.85334551838007 6.891237402355101, 0.8533924953273136 6.891226348955749, 0.8534325638999627 6.891219440581155, 0.8534339455748816 6.891341027974022, 0.8533980220269896 6.891465378716725, 0.8533662435038541 6.891539989162348, 0.8532874880334747 6.891522027388399)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c0,Plateaux,Agou,Agou 1,Kati,Depotoir public de kati 2,Depotoir Public De Kati 2,Nsp,"{Lundi,Mardi,Mercredi,Dimanche,Vendredi,Jeudi,Samedi}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.8500842412121901 6.890131476642579, 0.8501950829980227 6.890191647897745, 0.8503534284063551 6.8902201500712446, 0.850480104733021 6.890204315530411, 0.8505276083555207 6.890144144275245, 0.8505529436208539 6.890077639203746, 0.8505054399983542 6.890011134132246, 0.850328093141022 6.889976298142414, 0.850157080100023 6.889979465050579, 0.8500747404876902 6.889957296693413, 0.8500620728550237 6.890026968673079, 0.8500842412121901 6.890131476642579)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c1,Plateaux,Agou,Agou 1,Agou-Akplolo,Dépotoir public de akplolo,Dépotoir Public De Akplolo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7713583333333334 6.887826666666666, 0.7712616666666666 6.887796666666667, 0.7711416666666667 6.887831666666667, 0.7710333333333333 6.887871666666666, 0.7709266666666666 6.887976666666667, 0.7710472346133777 6.888104033021233, 0.7712073664446287 6.888045037083405, 0.7713583333333334 6.887826666666666)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c2,Plateaux,Agou,Agou 1,Agou-Iboé,Depotoir public d'agou-yiboe,Depotoir Public D'agou-yiboe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.7914846661608156 6.875813295114301, 0.7914890591316754 6.875688095444796, 0.7913880208019005 6.875633183309049, 0.7914165751124891 6.875819884570591, 0.7914846661608156 6.875813295114301)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c3,Plateaux,Agou,Agou 1,Agou-Nyogbo-Dzidjole,Dépotoir de agou-nyogbo 2,Dépotoir De Agou-nyogbo 2,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7247 6.87626, 0.725025 6.8759999999999994, 0.7248990239353748 6.875758935238962, 0.724639890522258 6.876077033141289, 0.7247 6.87626)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c4,Plateaux,Agou,Agou 1,Agou-Tavié,Depotoir public gadzepe marche,Depotoir Public Gadzepe Marche,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.71332528241055 6.848404584130781, 0.7133623759944685 6.848464256417953, 0.7134720439817056 6.848367490546862, 0.7134462397494146 6.848319107611316, 0.7133962440493502 6.848325558669391, 0.71332528241055 6.848404584130781)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c5,Plateaux,Agou,Agou 1,Agou-Tavié,Depotoir public tomegbe,Depotoir Public Tomegbe,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},{autre},"MULTIPOLYGON (((0.7333116666666667 6.853258333333334, 0.7332336152826793 6.853251902790821, 0.7332172789464959 6.853303634522069, 0.7332544894900248 6.853356273827547, 0.7332971454789482 6.853343567788295, 0.7333370787451743 6.85330363452207, 0.7333116666666667 6.853258333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c6,Plateaux,Agou,Agou 1,Agou-Tavié,Depotoir public d'apegame,Depotoir Public D'apegame,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7269883333333333 6.855596666666666, 0.7269741629571654 6.855640670963827, 0.7270676874398733 6.855666177640929, 0.727056351138939 6.855755451010786, 0.7271626289601978 6.8557370295217686, 0.7271767993363656 6.855687433205179, 0.7272434001043545 6.855669011716162, 0.7269883333333333 6.855596666666666)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c7,Plateaux,Agou,Agou 1,Agou-Tavié,Depotoir public de yovokome,Depotoir Public De Yovokome,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7159966666666667 6.845701666666668, 0.7159959566162909 6.845770551291536, 0.715940174887835 6.845848160652866, 0.7159523013505428 6.8459330458918215, 0.7159644278132505 6.845998528790442, 0.7159959566162909 6.84601065525315, 0.7160468877596636 6.846013080545691, 0.7161002441955779 6.845971850572484, 0.716204531774865 6.845933045891819, 0.7161851294345325 6.845821482434908, 0.7159966666666667 6.845701666666668)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c8,Plateaux,Agou,Agou 1,Agou-Tavié,Depotoir public de sonaf,Depotoir Public De Sonaf,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7376297699638341 6.845113808965238, 0.7376682929559705 6.845094026888195, 0.7376849515471646 6.845105479669641, 0.7376995278144595 6.845104438507692, 0.7377016101383587 6.845129426394482, 0.7376901573569128 6.845156496605172, 0.7376964043286106 6.845184607977812, 0.7376797457374166 6.8452054312168045, 0.7376901573569128 6.845224172131898, 0.7376485108789275 6.845212719350452, 0.737644346231129 6.845179402168064, 0.7376537166886756 6.845163784738819, 0.7376297699638341 6.845113808965238)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37c9,Plateaux,Agou,Agou 1,Agou-Atigbé,Depotoir public de sofie,Depotoir Public De Sofie,Nsp,"{Lundi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7665045176867797 6.77142116248749, 0.766384437682163 6.7713940139647075, 0.7662956828961419 6.771347026136814, 0.7662205023715124 6.771413853269818, 0.7661870888050104 6.771521403186997, 0.7662445183724358 6.771580921102329, 0.7663029921138143 6.771624776408363, 0.7664157629007585 6.771618511364643, 0.7664940759472476 6.7715579492753575, 0.7665045176867797 6.77142116248749)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ca,Plateaux,Agou,Agou 1,Agou-Atigbé,Depotoir public d atigbe zogbefeme,Depotoir Public D Atigbe Zogbefeme,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7279821963056076 6.821452815732977, 0.7280570748533489 6.821470697177213, 0.7281062488249999 6.8215399877736305, 0.7280961905126166 6.821620454272695, 0.7280861322002335 6.821672981015141, 0.7280369582285825 6.821678568966465, 0.7279788435348131 6.821622689453226, 0.7279788435348131 6.821622689453226, 0.7279453158268693 6.821617101501901, 0.7279006122162774 6.821566809939985, 0.7279821963056076 6.821452815732977)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37cb,Plateaux,Agou,Agou 1,Agou-Atigbé,Depotoir public d atigbe abayeme 1,Depotoir Public D Atigbe Abayeme 1,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7097353013277645 6.822715611052578, 0.7097522703626359 6.822709550682983, 0.7097389375495228 6.822650159060932, 0.7097607548800717 6.822633190026062, 0.7097910567280564 6.822627129656465, 0.7098019653933308 6.82259682780848, 0.7097777239149431 6.822556829369139, 0.7097437858452001 6.8225544052213, 0.7097171202189737 6.82247804456438, 0.7097001511841022 6.822465923825186, 0.7096904545927472 6.822470772120864, 0.7097037874058604 6.822582282921447, 0.7097049994797796 6.822657431504449, 0.7097353013277645 6.822715611052578)))"
