FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,forage_nom,forage_type,batiment_nom,geometry
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3124,Kara,Doufelgou,Doufelgou 3,Alloum,Alloum,PEA ALLOUM,Avec pompe et tank,Nsp,POINT (0.970709999999999 9.72341)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3125,Kara,Kéran,Kéran 1,Pessidè,Kouloukoulaw,PEA KOULOUKOULAW,Avec pompe et tank,Nsp,POINT (0.9277033333333341 10.067253333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3126,Kara,Kéran,Kéran 1,Pessidè,Ouloulita Atchandede,PEA OULOULITA ATCHANDEDE,Avec pompe et tank,Nsp,POINT (0.9024783973156013 10.074423634216116)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3127,Kara,Doufelgou,Doufelgou 3,Alloum,Kpade,PEA KPADE,Avec pompe et tank,Nsp,POINT (0.9508916666666669 9.742448333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3128,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou-centre,PEA BROUKOU-CENTRE,Avec pompe et tank,INSTITUT DES SŒURS MISSIONNAIRES CATÉCHISTES DU SACRÉ CŒUR,POINT (0.91892 9.735896666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3129,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou-centre,PEA BROUKOU-CENTRE,Avec pompe et tank,PARC DES BOEUFS,POINT (0.9299933333333337 9.740181666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_312a,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou,PEA BROUKOU,Avec pompe et tank,MOSQUÉE BROUKOU,POINT (0.9340616666666667 9.740984999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_312b,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou-centre,PEA BROUKOU-CENTRE,Avec pompe et tank,EPP AKARR,POINT (0.8965699999999998 9.742848333333331)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_312c,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou-centre,PEA BROUKOU-CENTRE,Avec pompe et tank,Nsp,POINT (0.908901666666666 9.737585000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_312d,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou-centre,PEA BROUKOU-CENTRE,Avec pompe et tank,MOSQUÉE BROUKOU-CENTRE,POINT (0.9202550000000005 9.740654999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_312e,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou-centre,PEA BROUKOU-CENTRE,Avec pompe et tank,Nsp,POINT (0.9179033333333343 9.740728333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_312f,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou Landa,PEA BROUKOU LANDA,Avec pompe et tank,ASSEMBLÉE DE DIEU DE BROUKOU LANDA,POINT (0.9293916666666665 9.754004999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3130,Kara,Doufelgou,Doufelgou 3,Léon,Leon,PEA LEON,Avec pompe et tank,Nsp,POINT (0.953566666666667 9.659545)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3131,Kara,Doufelgou,Doufelgou 3,Alloum,Misseouta,PEA MISSEOUTA,Avec pompe et tank,Nsp,POINT (0.9489050000000009 9.717891666666663)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3132,Kara,Doufelgou,Doufelgou 3,Léon,Leon-agbande,PEA LEON-AGBANDE,Avec pompe et tank,Nsp,POINT (0.9428133333333331 9.681815)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3133,Kara,Doufelgou,Doufelgou 3,Léon,Agbande,PEA AGBANDE,Nsp,Nsp,POINT (0.9511111109999998 9.676111111)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3134,Kara,Doufelgou,Doufelgou 3,Alloum,Takpade,PEA TAKPADE,Avec pompe et tank,Nsp,POINT (0.99162 9.760328333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3135,Kara,Doufelgou,Doufelgou 3,Kadjalla,Kadjalla,PEA KADJALLA,Avec pompe et tank,Nsp,POINT (0.9913300000000003 9.808836666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3136,Kara,Doufelgou,Doufelgou 3,Kadjalla,Sarta,PEA SARTA,Avec pompe et tank,Nsp,POINT (0.9549700000000001 9.801298333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3137,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3138,Kara,Doufelgou,Doufelgou 3,Kadjalla,Mission,PEA Mission,Avec pompe et tank,Nsp,POINT (0.9757016666666664 9.797786666666669)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3139,Kara,Kéran,Kéran 2,Ossacré,Ossacre,PEA OSSACRE,Avec pompe et tank,Nsp,POINT (0.7401816666666672 10.051853333333336)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_313a,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Panga,PEA Panga,Avec tank sans pompe,Mosquee panga,POINT (0.6649133333333328 10.057686666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_313b,Kara,Kéran,Kéran 2,Ossacré,Ossacre Centre,PEA OSSACRE CENTRE,Avec pompe et tank,Mosquée,POINT (0.7151649999999988 10.071833333333336)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_313c,Kara,Kéran,Kéran 2,Ossacré,Ossacre,PEA OSSACRE,Avec pompe et tank,Centre culturel,POINT (0.7248850000000003 10.066718333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_313d,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Panga,PEA Panga,Avec tank sans pompe,Nsp,POINT (0.6857266666666672 10.06699333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_313e,Kara,Kéran,Kéran 2,Ossacré,Ossacre Zongo,PEA OSSACRE ZONGO,Avec pompe et tank,École coranique,POINT (0.7196550000000013 10.069820000000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_313f,Kara,Kozah,Kozah 2,Sara-Kawa,Sara,PEA SARA,Avec pompe et tank,Nsp,POINT (1.0104349999999998 9.623411666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3140,Kara,Kozah,Kozah 2,Sara-Kawa,Kawa,PEA KAWA,Avec tank sans pompe,Nsp,POINT (1.008341666666667 9.628068333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3141,Kara,Kozah,Kozah 2,Sara-Kawa,Sara,PEA SARA,Avec pompe et tank,Nsp,POINT (1.024921666666667 9.637804999999995)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3142,Kara,Kozah,Kozah 2,Sara-Kawa,Sara,PEA SARA,Avec pompe et tank,Nsp,POINT (1.0288566666666668 9.628504999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3143,Kara,Kozah,Kozah 2,Sara-Kawa,Sara,PEA SARA,Avec pompe et tank,Nsp,POINT (1.0240200000000008 9.645304999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3144,Kara,Doufelgou,Doufelgou 2,Kpaha,Kpaha,PEA KPAHA,Avec pompe et tank,EPP KPAHA,POINT (1.1223433333333332 9.884283333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3145,Kara,Doufelgou,Doufelgou 2,Kpaha,Kpaha,PEA KPAHA,Avec pompe et tank,Nsp,POINT (1.1208716666666667 9.881536666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3146,Kara,Doufelgou,Doufelgou 2,Défalé,Honde,PEA HONDE,Avec pompe et tank,Nsp,POINT (1.1266483333333333 9.907471666666664)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3147,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3148,Kara,Kéran,Kéran 1,Kantè,N'dianta,PEA N'DIANTA,Avec pompe et tank,Nsp,POINT (1.0810450000000007 9.915116666666664)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3149,Kara,Doufelgou,Doufelgou 2,Défalé,Tamde,PEA TAMDE,Avec pompe et tank,EPP ADELO,POINT (1.0918933333333338 9.882001666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_314a,Kara,Kéran,Kéran 1,Akpontè,Atikpeta Koumatcangou,PEA ATIKPETA koumatcangou,Avec pompe et tank,Nsp,POINT (0.9518800000000007 10.209194999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_314b,Kara,Kéran,Kéran 1,Akpontè,Natiponi,PEA NATIPONI,Avec pompe et tank,USP DE NATIPONI,POINT (0.9500650000000004 10.185675)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_314c,Kara,Doufelgou,Doufelgou 1,Massédéna,Kounadjere,PEA KOUNADJERE,Avec pompe et tank,EPP KOUNANTCHERE,POINT (1.2036550000000008 9.969618333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_314d,Kara,Doufelgou,Doufelgou 1,Massédéna,Tchitchide,PEA TCHITCHIDE,Avec pompe et tank,Nsp,POINT (1.1931700000000003 9.946956666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_314e,Kara,Doufelgou,Doufelgou 1,Pouda,Kawa-bas,PEA KAWA-BAS,Avec pompe et tank,Centre culturel,POINT (1.2614166666666664 9.897083333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_314f,Kara,Doufelgou,Doufelgou 1,Massédéna,Tchitchide,PEA TCHITCHIDE,Avec pompe et tank,Nsp,POINT (1.1977700000000004 9.930190000000003)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3150,Kara,Doufelgou,Doufelgou 1,Siou,Kamante,PEA KAMANTE,Avec pompe et tank,Nsp,POINT (1.1940016666666673 9.820219999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3151,Kara,Doufelgou,Doufelgou 1,Siou,Badjiegou,PEA Badjiegou,Avec pompe et tank,Nsp,POINT (1.1987183333333333 9.82339)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3152,Kara,Doufelgou,Doufelgou 1,Siou,Badidougou,PEA BADIDOUGOU,Nsp,Nsp,POINT (1.1988888890000005 9.824722222)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3153,Kara,Doufelgou,Doufelgou 1,Koka,Kantambolo,PEA KANTAMBOLO,Avec pompe et tank,Nsp,POINT (1.1239066666666666 9.784181666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3154,Kara,Doufelgou,Doufelgou 1,Koka,Djaragou,PEA Djaragou,Avec pompe et tank,Marché,POINT (1.1204600000000002 9.785779999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3155,Kara,Kéran,Kéran 2,Ossacré,Simbine,PEA SIMBINE,Avec pompe et tank,Nsp,POINT (0.7700444928842782 10.041213306321165)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3156,Kara,Kéran,Kéran 2,Hélota,Pangouda,PEA PANGOUDA,Avec pompe et tank,Nsp,POINT (0.7687383333333346 10.005506666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3157,Kara,Kéran,Kéran 2,Ossacré,Pangouda,PEA PANGOUDA,Avec pompe et tank,CENTRE COMMUNAUTAIRE,POINT (0.8108183333333335 10.018161666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3158,Kara,Kéran,Kéran 1,Kantè,Kaouno,PEA KAOUNO,Avec pompe et tank,EPP KAOUNO,POINT (1.051125 9.888293333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3159,Kara,Doufelgou,Doufelgou 2,Défalé,Tamde,PEA TAMDE,Avec pompe sans tank,Nsp,POINT (1.0898266666666667 9.865048333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_315a,Kara,Doufelgou,Doufelgou 1,Massédéna,Kounadjere,PEA KOUNADJERE,Avec pompe et tank,Nsp,POINT (1.2118250000000004 9.981895)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_315b,Kara,Bassar,Bassar 3,Kabou,Koundoum,PEA KOUNDOUM,Avec pompe et tank,USP KOUDOUM,POINT (0.8766466666666664 9.545941666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_315c,Kara,Bassar,Bassar 3,Kabou,Koudoum,PEA KOUDOUM,Avec pompe et tank,Nsp,POINT (0.8759650000000013 9.521768333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_315d,Kara,Kéran,Kéran 3,Nadoba,Koukotchignigou,PEA KOUKOTCHIGNIGOU,Avec pompe et tank,Nsp,POINT (1.0525466666666665 10.143041666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_315e,Kara,Kéran,Kéran 3,Nadoba,Nadoba,PEA NADOBA,Avec pompe et tank,DISPENSAIRE DE NADOBA,POINT (1.0787016666666671 10.145558333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_315f,Kara,Kéran,Kéran 3,Nadoba,Nadoba Koulangou,PEA NADOBA KOULANGOU,Avec pompe et tank,CEG NADOBA,POINT (1.0842599999999998 10.128855000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3160,Kara,Kéran,Kéran 3,Nadoba,Nadoba,PEA NADOBA,Nsp,Nsp,POINT (1.0805555559999995 10.140555560000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3161,Kara,Kéran,Kéran 3,Nadoba,Nadoba,PEA NADOBA,Nsp,Nsp,POINT (1.0805555559999995 10.140555560000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3162,Kara,Kéran,Kéran 3,Nadoba,Pimini,PEA PIMINI,Avec pompe et tank,Nsp,POINT (1.066731666666667 10.115151666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3163,Savanes,Tandjoaré,Tandjoaré 2,Nano,Malabate,PEA MALABATE,Avec pompe et tank,Nsp,POINT (0.0841716666666678 10.687696666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3164,Savanes,Tandjoaré,Tandjoaré 2,Nano,Kano,PEA KANO,Avec pompe et tank,EPP KONA,POINT (0.0772333333333335 10.698466666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3165,Savanes,Tandjoaré,Tandjoaré 2,Nano,Kona,PEA KONA,Avec pompe et tank,Nsp,POINT (0.0756333333333336 10.704315000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3166,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nano Centre,PEA NANO CENTRE,Avec pompe et tank,CMS NANO,POINT (0.1063749999999998 10.707273333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3167,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nano Centre,PEA NANO CENTRE,Avec tank sans pompe,Nsp,POINT (0.1070766666666676 10.710786666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3168,Savanes,Tandjoaré,Tandjoaré 2,Nano,Toujengue,PEA TOUJENGUE,Nsp,Nsp,POINT (0.1054583333333332 10.695465000000004)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3169,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nano Haut,PEA NANO HAUT,Avec pompe et tank,Nsp,POINT (0.100874999999999 10.692576666666664)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_316a,Savanes,Cinkassé,Cinkassé 2,Timbou,"Timbou, Karmontongue, Nassable","PEA TIMBOU, KARMONTONGUE, NASSABLE",Nsp,Nsp,POINT (0.1167000000000005 11.035008333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_316b,Savanes,Cinkassé,Cinkassé 2,Timbou,Timbou,PEA Timbou,Avec tank sans pompe,Nsp,POINT (0.111921666666667 11.031374999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_316c,Savanes,Cinkassé,Cinkassé 2,Timbou,Timbou,PEA Timbou,Avec pompe et tank,Mosquée,POINT (0.1151233333333326 11.031836666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_316d,Savanes,Cinkassé,Cinkassé 2,Timbou,Timbou,PEA Timbou,Avec pompe et tank,Mosquée,POINT (0.1260483333333338 11.031495)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_316e,Savanes,Cinkassé,Cinkassé 2,Timbou,Timbou,PEA Timbou,Avec pompe et tank,Nsp,POINT (0.1108249999999999 11.039976666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_316f,Savanes,Cinkassé,Cinkassé 2,Timbou,Timbou,PEA Timbou,Avec tank sans pompe,MARCHE DE TIMBOU,POINT (0.1037250000000005 11.052166666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3170,Savanes,Cinkassé,Cinkassé 2,Timbou,Soukoudoume,PEA SOUKOUDOUME,Avec pompe et tank,Nsp,POINT (0.13584 11.020574999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3171,Savanes,Cinkassé,Cinkassé 2,Timbou,Timbou,PEA Timbou,Avec pompe et tank,EPP TIMBOU,POINT (0.1245416666666672 11.029586666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3172,Savanes,Cinkassé,Cinkassé 2,Timbou,Lonlongou,PEA Lonlongou,Avec pompe et tank,Nsp,POINT (0.1343133333333335 11.004383333333328)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3173,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Nsp,PEA,Avec tank sans pompe,MOSQUÉE,POINT (0.1264816666666677 11.0526)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3174,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Safobe Iii,PEA SAFOBE III,Avec pompe et tank,MOSQUÉE,POINT (0.1274533333333336 11.055905000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3175,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Safobe 2,PEA SAFOBE 2,Avec pompe et tank,EPP SAFOBE,POINT (0.1235900000000013 11.050589999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3176,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Safobe 2,PEA SAFOBE 2,Avec pompe et tank,EPP SAFOBE,POINT (0.1235900000000013 11.050589999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3177,Savanes,Cinkassé,Cinkassé 2,Timbou,Solnabe,PEA Solnabe,Avec pompe et tank,Nsp,POINT (0.0959983333333336 11.031203333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3178,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Yorgou,PEA YORGOU,Avec pompe et tank,Nsp,POINT (0.1208066666666671 11.04118)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3179,Maritime,Avé,Avé 2,Noépé,Noepe,PEA NOEPE,Avec tank sans pompe,Foyer des sœurs religieuses,POINT (1.037777778 6.2638888889999995)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_317a,Maritime,Avé,Avé 2,Noépé,Noepe,PEA NOEPE,Avec tank sans pompe,FOYER DES RELIGIEUSES,POINT (1.0374999999999994 6.264999999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_317b,Maritime,Avé,Avé 2,Noépé,Nsp,PEA,Avec pompe et tank,Nsp,POINT (1.0395666666666665 6.267311666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_317c,Maritime,Vo,Vo 2,Togoville,Togoville,PEA TOGOVILLE,Avec tank sans pompe,Nsp,POINT (1.4801083333333336 6.238238333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_317d,Maritime,Vo,Vo 2,Togoville,Togoville,PEA TOGOVILLE,Avec tank sans pompe,Nsp,POINT (1.4797142160472867 6.2371780285703)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_317e,Maritime,Vo,Vo 2,Togoville,Togoville,PEA TOGOVILLE,Avec tank sans pompe,Communautés des soeurs de saint Augustin,POINT (1.4814266666666671 6.238393333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_317f,Maritime,Vo,Vo 2,Togoville,Togoville,PEA TOGOVILLE,Avec tank sans pompe,Collège saint AUGUSTIN,POINT (1.4771959364993241 6.236117763696014)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3180,Maritime,Vo,Vo 2,Togoville,Togoville,PEA TOGOVILLE,Avec tank sans pompe,Collège saint Augustin,POINT (1.4771216666666669 6.237461666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3181,Maritime,Vo,Vo 2,Togoville,Togoville,PEA TOGOVILLE,Avec tank sans pompe,Nsp,POINT (1.4799550000000001 6.24063)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3182,Maritime,Vo,Vo 2,Togoville,Togoville,PEA TOGOVILLE,Avec tank sans pompe,Institut des aveugle de TOGOVILLE,POINT (1.4794283333333338 6.239524999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3183,Maritime,Vo,Vo 2,Togoville,Togoville,PEA TOGOVILLE,Avec pompe sans tank,Nsp,POINT (1.4772222220000002 6.2325)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3184,Maritime,Zio,Zio 3,Agbélouvé,Agbelouve,PEA AGBELOUVE,Sans pompe ni tank,École des sœurs,POINT (1.1631866666666666 6.6785483333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3185,Maritime,Zio,Zio 3,Gamé-Sèva,Carriere Kope,PEA CARRIERE KOPE,Avec pompe et tank,Nsp,POINT (1.1675083333333345 6.700863333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3186,Maritime,Vo,Vo 3,Dagbati,Tchadome,PEA TCHADOME,Avec tank sans pompe,Nsp,POINT (1.5242883333333332 6.491933333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3187,Maritime,Vo,Vo 3,Dagbati,Dagbati,PEA DAGBATI,Avec tank sans pompe,Marché de DAGBATI,POINT (1.4984099999999998 6.482481666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3188,Maritime,Zio,Zio 1,Davié,Assome,PEA ASSOME,Avec pompe sans tank,Nsp,POINT (1.1566666669999996 6.358888888999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3189,Maritime,Zio,Zio 1,Davié,Assome,PEA ASSOME,Avec pompe sans tank,Nsp,POINT (1.163055556 6.361388889)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_318a,Maritime,Zio,Zio 1,Gbatopé,Gati Agodou,PEA GATI AGODOU,Sans pompe ni tank,Nsp,POINT (1.3218900000000002 6.499645000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_318b,Maritime,Zio,Zio 1,Gbatopé,Gati,PEA GATI,Avec tank sans pompe,CEG GATI,POINT (1.3246900000000001 6.496011666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_318c,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Masseda,PEA MASSEDA,Sans pompe ni tank,Nsp,POINT (1.6722222220000005 6.449999999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_318d,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,Afagnangan,PEA AFAGNANGAN,Sans pompe ni tank,Hôpital Saint Jean de dieu,POINT (1.6308333329999998 6.494722222)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_318e,Kara,Bassar,Bassar 1,Kalanga,Boungba,PEA BOUNGBA,Nsp,Nsp,POINT (0.6505555560000005 9.218333332999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_318f,Kara,Bassar,Bassar 1,Kalanga,Boungba,PEA BOUNGBA,Avec pompe et tank,Nsp,POINT (0.6517499999999995 9.218621666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3190,Kara,Bassar,Bassar 2,Bitchabe,Katcha Losso,PEA KATCHA LOSSO,Avec pompe et tank,Nsp,POINT (0.6343766666666669 9.213971666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3191,Plateaux,Ogou,Ogou 2,Katoré,Katore,PEA KATORE,Avec pompe et tank,Nsp,POINT (1.3318283333333338 7.399768333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3192,Plateaux,Ogou,Ogou 2,Akparé,Assante,PEA ASSANTE,Avec pompe et tank,Mosquée d'Assanté,POINT (1.365565 7.432049999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3193,Plateaux,Ogou,Ogou 2,Katoré,Irandomi,PEA IRANDOMI,Avec pompe et tank,Nsp,POINT (1.3527033333333336 7.37578)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3194,Savanes,Tône,Tône 3,Tami,Nsp,PEA,Avec pompe et tank,Nsp,POINT (0.0634616666666662 10.857943333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3195,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3196,Savanes,Tône,Tône 3,Tami,Nsp,PEA,Avec pompe et tank,Nsp,POINT (0.0568366666666671 10.840304999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3197,Savanes,Tône,Tône 3,Tami,Nsp,PEA,Avec pompe et tank,Nsp,POINT (0.0115800000000001 10.910726666666669)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3198,Savanes,Tône,Tône 3,Tami,Tami Centre,PEA TAMI CENTRE,Sans pompe ni tank,Nsp,POINT (0.0352780000000005 10.848056)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3199,Savanes,Tône,Tône 2,Naki-Ouest,Kariata,PEA KARIATA,Avec pompe et tank,Nsp,POINT (0.0514466666666672 10.883983333333335)
