FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,forage_nom,forage_type,batiment_nom,geometry
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_319a,Savanes,Tône,Tône 3,Tami,Nsp,PEA,Avec pompe et tank,EPP DATOUDJENA,POINT (0.0217500000000002 10.896089999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_319b,Kara,Assoli,Assoli 1,Bafilo,Towou-welou,PEA TOWOU-WELOU,Avec pompe et tank,EPP TOWOU-WÉLOU,POINT (1.1460392624571656 9.340316820156707)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_319c,Kara,Assoli,Assoli 1,Bafilo,Koudjodoulou,PEA KOUDJODOULOU,Avec pompe et tank,CEG KOUDJODOULOU,POINT (1.1434528535344404 9.367641413902495)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_319d,Kara,Binah,Binah 1,Pagouda,Assotè,PEA Assotè,Avec pompe et tank,Salle de classe,POINT (1.333868333333333 9.756158333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_319e,Kara,Binah,Binah 1,Pagouda,Nouveau Marché Pagouda,PEA Nouveau marché Pagouda,Avec pompe et tank,Nouveau marché de pagouda,POINT (1.331025 9.750850000000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_319f,Kara,Binah,Binah 1,Pagouda,Pagouda,PEA PAGOUDA,Avec pompe et tank,Nsp,POINT (1.3279877388213437 9.750566145224571)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a0,Kara,Binah,Binah 1,Pagouda,Kawa,PEA Kawa,Avec pompe sans tank,Salle de classe,POINT (1.3111100000000004 9.742066666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a1,Kara,Binah,Binah 1,Pagouda,Kawa,PEA KAWA,Avec pompe et tank,Mosquée,POINT (1.303351666666667 9.736341666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a2,Kara,Binah,Binah 1,Pagouda,Kawa,PEA Kawa,Avec pompe et tank,Mosquée,POINT (1.3059550000000004 9.735836666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a3,Kara,Binah,Binah 1,Pagouda,Kawa,PEA Kawa,Avec pompe et tank,Église,POINT (1.3172133333333336 9.7367)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a4,Kara,Assoli,Assoli 3,Soudou,Agri,PEA AGRI,Avec pompe et tank,Nsp,POINT (1.3517016666666664 9.36369)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a5,Kara,Assoli,Assoli 3,Soudou,Toubonou,PEA TOUBONOU,Avec pompe sans tank,Nsp,POINT (1.3847655270620824 9.387925627730105)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a6,Kara,Assoli,Assoli 3,Soudou,Som-gaou,PEA SOM-GAOU,Avec pompe et tank,ECOLE CHORANIQUE UMUKHALID,POINT (1.360198901175756 9.398476458994363)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a7,Kara,Assoli,Assoli 3,Soudou,Kpeou,PEA KPEOU,Nsp,Nsp,POINT (1.3547222220000001 9.386111111000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a8,Kara,Assoli,Assoli 3,Soudou,Soudou,PEA SOUDOU,Avec pompe sans tank,Nsp,POINT (1.353441666666667 9.35759)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31a9,Kara,Assoli,Assoli 3,Soudou,Tchalimde,PEA TCHALIMDE,Avec pompe et tank,Mosquée,POINT (1.3521238231027868 9.356265253428283)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31aa,Kara,Assoli,Assoli 3,Soudou,Tchalimde,PEA TCHALIMDE,Avec pompe et tank,Nsp,POINT (1.3507049999999998 9.357485)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ab,Kara,Assoli,Assoli 3,Soudou,Soudou,PEA SOUDOU,Avec pompe et tank,Mosquée/école,POINT (1.3567700000000003 9.35724)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ac,Kara,Assoli,Assoli 3,Soudou,Soudou,PEA SOUDOU,Avec pompe et tank,Ecole Franco-Arabe de soudou,POINT (1.3506133333333339 9.361236666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ad,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adedikopé Centre,PEA ADEDIKOPÉ CENTRE,Avec pompe et tank,CDE LA CHARITÉ,POINT (1.2155933333333337 6.318111666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ae,Kara,Binah,Binah 1,Solla,Solla Cde,PEA SOLLA CDE,Avec tank sans pompe,AD,POINT (1.3483115542877435 9.893653653995553)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31af,Kara,Binah,Binah 1,Solla,Hôpital Solla,PEA Hôpital solla,Sans pompe ni tank,Hôpital de Solla,POINT (1.3465816666666672 9.891601666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b0,Plateaux,Akébou,Akébou 2,Kamina-Akébou,Kamina,PEA KAMINA,Avec tank sans pompe,Nsp,POINT (0.8471849999999999 7.922389999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b1,Plateaux,Amou,Amou 3,Avédjè,Avedje,PEA AVEDJE,Avec tank sans pompe,USP AVEDJE,POINT (1.1350666666666662 7.465248333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b2,Kara,Bassar,Bassar 3,Manga,Binadoube 2,PEA BINADOUBE 2,Avec pompe et tank,Nsp,POINT (0.7101783333333342 9.580248333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b3,Kara,Bassar,Bassar 3,Manga,Didoutikpir,PEA DIDOUTIKPIR,Avec pompe et tank,Nsp,POINT (0.7402999999999995 9.529583333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b4,Kara,Bassar,Bassar 3,Manga,Kidjokponkpon,PEA KIDJOKPONKPON,Avec pompe et tank,Nsp,POINT (0.747643333333333 9.514003333333331)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b5,Kara,Bassar,Bassar 3,Manga,Kidjokponkpon,PEA KIDJOKPONKPON,Nsp,Nsp,POINT (0.7286111110000005 9.507777778000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b6,Kara,Bassar,Bassar 3,Manga,Manga,PEA MANGA,Avec pompe et tank,USP MANGA,POINT (0.6976750000000002 9.564773333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b7,Kara,Bassar,Bassar 3,Manga,Manga Binadoube,PEA MANGA BINADOUBE,Avec pompe et tank,Mosquée,POINT (0.6899050000000004 9.56419333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b8,Kara,Bassar,Bassar 2,Bangeli,Kidjoman,PEA KIDJOMAN,Avec pompe et tank,Nsp,POINT (0.7156333333333331 9.486331666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31b9,Kara,Bassar,Bassar 3,Manga,Koudjoudjou,PEA KOUDJOUDJOU,Avec pompe et tank,MOSQUÉE DE KOUDJOUDJOU,POINT (0.6673050000000009 9.57487)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ba,Kara,Bassar,Bassar 3,Manga,Koudjoudjou,PEA KOUDJOUDJOU,Avec pompe et tank,Nsp,POINT (0.6698983333333336 9.573093333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31bb,Kara,Bassar,Bassar 3,Manga,Koudjoudjou Jardin,PEA KOUDJOUDJOU JARDIN,Avec pompe et tank,Nsp,POINT (0.6727916666666675 9.574518333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31bc,Kara,Bassar,Bassar 3,Manga,Koudjoudjou,PEA KOUDJOUDJOU,Avec pompe et tank,Nsp,POINT (0.6711766666666679 9.573158333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31bd,Kara,Bassar,Bassar 3,Manga,Sakabo,PEA SAKABO,Avec pompe et tank,MOSQUÉE DE SAKABO,POINT (0.6772416666666671 9.565038333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31be,Kara,Bassar,Bassar 3,Manga,Kpalou,PEA KPALOU,Avec pompe et tank,Mosquée,POINT (0.70005 9.502925000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31bf,Kara,Bassar,Bassar 3,Manga,Binandoube 2,PEA BINANDOUBE 2,Nsp,Nsp,POINT (0.7002778000000004 9.505277999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c0,Plateaux,Agou,Agou 1,Agou-Tavié,Kouloumou,PEA KOULOUMOU,Avec tank sans pompe,ASSEMBLE DE DIEU DE KOULOUMOU,POINT (0.6784450000000002 6.831300000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c1,Plateaux,Agou,Agou 1,Agou-Tavié,Togbenya,PEA TOGBENYA,Avec tank sans pompe,Nsp,POINT (0.6822383333333332 6.836573333333331)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c2,Plateaux,Akébou,Akébou 1,Gbendè,Gbende,PEA GBENDE,Avec tank sans pompe,USP GBENDE,POINT (0.7516633333333333 7.752773333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c3,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c4,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Kadegli,PEA KADEGLI,Avec pompe et tank,JARDIN D'ENFANT KADEGLI,POINT (0.4148266666666669 10.697188333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c5,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Naki-est Centre,PEA Naki-Est centre,Avec tank sans pompe,Nsp,POINT (0.362691666666667 10.720163333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c6,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Napabagou,PEA Napabagou,Avec tank sans pompe,Nsp,POINT (0.367818333333333 10.734640000000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c7,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Napabagou,PEA Napabagou,Avec tank sans pompe,Nouveau préfecture de Naki-Est,POINT (0.3752483333333336 10.741043333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c8,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Fobenga,PEA FOBENGA,Avec tank sans pompe,Nsp,POINT (0.3573783333333328 10.762443333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31c9,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Nsp,PEA,Avec tank sans pompe,Nsp,POINT (0.4276533333333336 10.694254999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ca,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,Gabounou,PEA GABOUNOU,Avec pompe et tank,Nsp,POINT (0.4330933333333337 10.728451666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31cb,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,Gabounou,PEA GABOUNOU,Avec pompe et tank,Nsp,POINT (0.4397433333333334 10.715965000000004)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31cc,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,Nayega,PEA NAYEGA,Avec pompe et tank,Nsp,POINT (0.4217950000000005 10.741010000000003)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31cd,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Nayéga,Nayega,PEA NAYEGA,Avec pompe et tank,Nsp,POINT (0.4218583333333333 10.744705000000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ce,Kara,Assoli,Assoli 1,Bafilo,Bolawoudè,PEA BOLAWOUDÈ,Avec pompe et tank,Nsp,POINT (1.26798 9.355196666666664)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31cf,Kara,Assoli,Assoli 1,Bafilo,Tchon-woro,PEA Tchon-Woro,Avec pompe et tank,Nsp,POINT (1.2688633333333335 9.353924999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d0,Kara,Assoli,Assoli 1,Bafilo,Tchonworo,PEA TCHONWORO,Avec pompe et tank,Nsp,POINT (1.2631450000000004 9.354434999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d1,Kara,Assoli,Assoli 1,Bafilo,Agorigodé,PEA AGORIGODÉ,Avec pompe et tank,MOSQUEE DE OURO-SAOUDE,POINT (1.2634738057811312 9.357381406018812)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d2,Kara,Assoli,Assoli 1,Bafilo,Tchaloloude,PEA Tchaloloude,Avec pompe et tank,Mosquée de tchakoloude,POINT (1.264661666666667 9.357566666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d3,Kara,Assoli,Assoli 1,Bafilo,Ouro-saoudè,PEA OURO-SAOUDÈ,Avec pompe et tank,CENTRE ANADJAHI,POINT (1.2622716666666667 9.359151666666662)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d4,Kara,Assoli,Assoli 1,Bafilo,Wanwade,PEA WANWADE,Avec tank sans pompe,CHP BAFILO,POINT (1.2574516666666673 9.358016666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d5,Kara,Assoli,Assoli 1,Bafilo,Tchobiade,PEA TCHOBIADE,Avec pompe et tank,Mosquée,POINT (1.2550837233664514 9.354444048958351)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d6,Kara,Assoli,Assoli 1,Bafilo,Kamou,PEA KAMOU,Avec pompe et tank,Nsp,POINT (1.251926666666667 9.35483)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d7,Savanes,Tône,Tône 1,Poissongui,Poissongui Centre,PEA Poissongui centre,Avec tank sans pompe,USP Poissongui,POINT (0.2222083333333346 11.040178333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d8,Savanes,Tône,Tône 1,Poissongui,Djakpagua,PEA DJAKPAGUA,Avec pompe et tank,Nsp,POINT (0.2178933333333343 11.064069999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31d9,Savanes,Tône,Tône 1,Poissongui,Bola,PEA Bola,Avec tank sans pompe,EPP Bola,POINT (0.20793655 11.036008266666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31da,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adedikopé Centre,PEA ADEDIKOPÉ CENTRE,Avec pompe et tank,MESA,POINT (1.2207833333333336 6.316518333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31db,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Aadedidedikopé Centre,PEA AADEDIDEDIKOPÉ CENTRE,Avec pompe et tank,Nsp,POINT (1.2280854917425643 6.308673298471824)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31dc,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Nsp,PEA,Avec pompe et tank,Nsp,POINT (1.2430449999999997 6.299431666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31dd,Kara,Binah,Binah 1,Pagouda,Kawa,PEA KAWA,Nsp,Nsp,POINT (1.2986111109999996 9.733055556000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31de,Kara,Binah,Binah 1,Pagouda,Kagnissi,PEA Kagnissi,Avec pompe et tank,Église Pentecôte,POINT (1.3192710473531988 9.773802391124427)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31df,Kara,Binah,Binah 1,Pagouda,Terouta,PEA TEROUTA,Avec tank sans pompe,Église,POINT (1.3484483333333332 9.696121666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e0,Kara,Bassar,Bassar 3,Kabou,Kabekou,PEA KABEKOU,Avec pompe et tank,Nsp,POINT (0.8398716666666661 9.419381666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e1,Kara,Bassar,Bassar 1,Bassar,Nalokou,PEA NALOKOU,Avec pompe et tank,Nsp,POINT (0.8244966666666668 9.381031666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e2,Kara,Bassar,Bassar 1,Bassar,Tipapoune,PEA TIPAPOUNE,Nsp,Nsp,POINT (0.8214316666666661 9.394371666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e3,Kara,Bassar,Bassar 3,Kabou,Kabou Sara,PEA KABOU SARA,Avec pompe et tank,USP Kabou Sara,POINT (0.8285666666666672 9.445721666666664)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e4,Kara,Bassar,Bassar 3,Kabou,Sara Nikki Lawou,PEA Sara Nikki lawou,Avec pompe et tank,Nsp,POINT (0.8277249999999993 9.446364999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e5,Kara,Bassar,Bassar 3,Kabou,Naliki-issakapou,PEA NALIKI-ISSAKAPOU,Avec pompe et tank,Nsp,POINT (0.8310599999999997 9.445311666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e6,Kara,Bassar,Bassar 3,Kabou,Binanborbe,PEA BINANBORBE,Avec pompe et tank,Nsp,POINT (0.8342583333333324 9.443301666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e7,Kara,Bassar,Bassar 1,Bassar,N'nababoun,PEA N'NABABOUN,Avec pompe et tank,Nsp,POINT (0.8053099999999996 9.377016666666663)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e8,Kara,Bassar,Bassar 3,Kabou,Tchenou,PEA TCHENOU,Avec pompe et tank,Nsp,POINT (0.82905 9.442023333333331)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31e9,Kara,Bassar,Bassar 3,Kabou,Binadjoube,PEA BINADJOUBE,Avec pompe et tank,Mosquée,POINT (0.8281983333333343 9.44355333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ea,Kara,Bassar,Bassar 3,Kabou,Sara,PEA SARA,Avec pompe et tank,CEG SARA KABOURA,POINT (0.8319866666666662 9.442826666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31eb,Centrale,Blitta,Blitta 3,Welly,Welly Centre,PEA WELLY CENTRE,Avec pompe et tank,Nsp,POINT (0.8791133333333332 8.073419999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ec,Centrale,Blitta,Blitta 3,Welly,Lakougnon Kope,PEA LAKOUGNON KOPE,Nsp,Nsp,POINT (0.8775000000000003 8.074722221999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ed,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Salam,PEA Salam,Avec pompe et tank,Nsp,POINT (0.1648900000000009 11.067348333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ee,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Nsp,PEA,Avec pompe et tank,Nsp,POINT (0.1696233333333341 11.065891666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ef,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Sam-naba Centre,PEA SAM-NABA CENTRE,Avec pompe et tank,MOSQUÉE,POINT (0.1657233333333332 11.069201666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f0,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Nassiegou,PEA Nassiegou,Avec pompe et tank,Nsp,POINT (0.1215599999999997 11.081191666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f1,Savanes,Tône,Tône 1,Poissongui,Babigou,PEA BABIGOU,Avec pompe et tank,Nsp,POINT (0.1881116666666668 11.055649999999996)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f2,Savanes,Cinkassé,Cinkassé 2,Nadjoundi,Bondantchale,PEA Bondantchale,Avec tank sans pompe,Nsp,POINT (0.1589916666666667 11.046365)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f3,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Sam-naba,PEA SAM-NABA,Avec pompe et tank,MOSQUÉE,POINT (0.1609499999999996 11.077565000000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f4,Centrale,Blitta,Blitta 1,Blitta-Village,Sous L'antaine,PEA SOUS L'ANTAINE,Avec pompe et tank,Nsp,POINT (1.0090100000000009 8.341763333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f5,Centrale,Blitta,Blitta 1,Blitta-Village,Akpabli,PEA AKPABLI,Avec tank sans pompe,CEG BLITTA CARREFOUR,POINT (1.019898333333333 8.355168333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f6,Centrale,Blitta,Blitta 1,Blitta-Village,Zogo,PEA ZOGO,Avec tank sans pompe,Nsp,POINT (1.010955 8.34664)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f7,Centrale,Blitta,Blitta 1,Blitta-Village,Losso,PEA LOSSO,Avec tank sans pompe,EPP LOSSO,POINT (1.0113466666666673 8.360668333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f8,Plateaux,Anié,Anié 1,Kolo-Kopé,Doté Cope,PEA Doté cope,Avec pompe et tank,Nsp,POINT (1.2733700000000006 7.809498333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31f9,Plateaux,Anié,Anié 1,Kolo-Kopé,Kolo Kope,PEA KOLO KOPE,Avec tank sans pompe,Nsp,POINT (1.2883233333333337 7.796743333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31fa,Kara,Assoli,Assoli 1,Bouladè,Boulade-centre,PEA BOULADE-CENTRE,Avec pompe et tank,MOSQUEE,POINT (1.2212900000000002 9.424615)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31fb,Kara,Assoli,Assoli 1,Bouladè,Boulade,PEA BOULADE,Avec pompe et tank,Nsp,POINT (1.224401666666667 9.428078333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31fc,Kara,Assoli,Assoli 1,Bouladè,Boulade,PEA BOULADE,Nsp,Nsp,POINT (1.2244439999999999 9.42832907015378)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31fd,Kara,Assoli,Assoli 1,Bouladè,Kayale,PEA KAYALE,Nsp,Nsp,POINT (1.2305555559999994 9.427777778)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31fe,Kara,Assoli,Assoli 1,Bouladè,Kayale,PEA KAYALE,Nsp,Nsp,POINT (1.2305555559999994 9.427777778)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_31ff,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3200,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3201,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3202,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3203,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3204,Kara,Assoli,Assoli 3,Soudou,Kayale.,PEA KAYALE.,Avec pompe et tank,Nsp,POINT (1.269978333333334 9.424496666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3205,Kara,Assoli,Assoli 1,Bouladè,Kalampai,PEA KALAMPAI,Avec pompe et tank,Nsp,POINT (1.199906666666667 9.414708333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3206,Kara,Assoli,Assoli 1,Bouladè,Boulade,PEA BOULADE,Avec pompe et tank,Nsp,POINT (1.2154316666666671 9.42976)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3207,Kara,Assoli,Assoli 1,Bouladè,Kalampaï,PEA KALAMPAÏ,Avec pompe et tank,Mosquée,POINT (1.216736666666667 9.426545000000003)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3208,Kara,Assoli,Assoli 1,Bouladè,Kalampaï,PEA KALAMPAÏ,Avec pompe et tank,Nsp,POINT (1.2129816666666666 9.42514833333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3209,Kara,Assoli,Assoli 1,Bouladè,Souri-kadanga,PEA SOURI-KADANGA,Avec pompe et tank,Mosquée,POINT (1.2221718983961987 9.394251500562387)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_320a,Kara,Assoli,Assoli 1,Bouladè,Souri-kadanga,PEA SOURI-KADANGA,Avec pompe et tank,Mosquée de bafilo 2,POINT (1.2187500000000002 9.393368333333331)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_320b,Kara,Assoli,Assoli 1,Bouladè,Boulade,PEA BOULADE,Avec pompe et tank,MOSQUEE,POINT (1.2338427347159835 9.397137717683497)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_320c,Kara,Assoli,Assoli 3,Soudou,Agnakpawoade,PEA AGNAKPAWOADE,Avec pompe et tank,Nsp,POINT (1.2582566666666666 9.411496666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_320d,Kara,Assoli,Assoli 3,Soudou,Boulade,PEA BOULADE,Avec pompe et tank,MOSQUEE,POINT (1.2548886702222442 9.42857953921534)
